State,Percentage_pop_with_bachelors,Year,Av_temperature,Median_income,Elec_price,Key,perc_of_tot,Gdp_per_working_pop,Energy_per_working_pop,num_jobs_per_working_pop,charging_ports_per_w_pop,label
California,32.3,2015,61.3,72774.0,45.3,California2015,0.12691196757867992,0.1288384178260213,0.39197511315752465,1.1816924927990666,1.1816924927990666,2
Colorado,39.2,2015,46.3,76159.0,29.18,Colorado2015,0.011744239011727775,0.12143006966530365,0.5683045585339997,1.3532648038770256,1.3532648038770256,0
Connecticut,38.3,2015,48.7,83355.0,52.09,Connecticut2015,0.0,0.15763793208189053,0.4597205516068283,1.3900206548812344,1.3900206548812344,0
Delaware,30.9,2015,54.9,66049.0,32.96,Delaware2015,0.0,0.1692888418079096,0.6701318267419962,1.3393408662900188,1.3393408662900188,0
District of Columbia,56.7,2015,58.5,80133.0,35.36,District of Columbia2015,0.0,0.3345092617449664,0.478448322147651,2.3442469798657717,2.3442469798657717,0
Florida,28.4,2015,71.0,55836.0,30.75,Florida2015,0.0034518154998151277,0.10044332290411383,0.47812638887353376,1.2567202131540833,1.2567202131540833,0
Georgia,29.9,2015,63.4,58058.0,28.19,Georgia2015,0.0011351965124492744,0.10762408593265854,0.6152842387936377,1.2048306135096054,1.2048306135096054,0
Hawaii,31.4,2015,77.9,73778.0,76.75,Hawaii2015,0.0,0.12810329601009304,0.47152184198076014,1.4211023497870998,1.4211023497870998,0
Idaho,26.0,2015,45.2,59037.0,23.7,Idaho2015,0.0,0.0900517901065865,0.7382508882208254,1.2974938507789013,1.2974938507789013,0
Illinois,32.9,2015,50.0,69088.0,27.74,Illinois2015,0.00025128711353612483,0.13085513078470826,0.6412662969688047,1.267584040830348,1.267584040830348,0
Indiana,24.9,2015,49.9,59447.0,26.45,Indiana2015,0.0,0.11002873810865459,0.9368855447644934,1.2583841028870695,1.2583841028870695,0
Iowa,26.8,2015,46.1,69593.0,24.47,Iowa2015,0.0,0.12993607667915824,1.0864226001729604,1.4844602190833094,1.4844602190833094,0
Kansas,31.7,2015,53.9,62743.0,29.94,Kansas2015,0.0,0.1189972354477039,0.8460121333128552,1.4674811856857626,1.4674811856857626,0
Kentucky,23.3,2015,54.8,48474.0,23.95,Kentucky2015,0.0,0.09623978703289049,0.860978255461014,1.2309872120216947,1.2309872120216947,0
Louisiana,23.2,2015,65.4,52516.0,23.19,Louisiana2015,0.0,0.10919766847800845,1.816877525428452,1.2524220890808602,1.2524220890808602,0
Maine,30.1,2015,41.0,58044.0,37.46,Maine2015,0.0,0.10015730530668505,0.731829772570641,1.4068780151619573,1.4068780151619573,0
Maryland,38.8,2015,53.8,84162.0,35.38,Maryland2015,0.00040121648839280697,0.1294022469550609,0.49846038079238414,1.261002379952401,1.261002379952401,0
Massachusetts,41.5,2015,47.6,77605.0,49.54,Massachusetts2015,4.2119042735244333e-05,0.15509616341251087,0.4564948389503793,1.4399381295858724,1.4399381295858724,0
Michigan,27.8,2015,42.2,61986.0,31.57,Michigan2015,0.0,0.10509177600283204,0.6254129698873819,1.2172376485164944,1.2172376485164944,0
Minnesota,34.7,2015,39.6,78599.0,28.08,Minnesota2015,0.0004808055223399074,0.1315701513606776,0.7111736334405144,1.436299898047212,1.436299898047212,0
Mississippi,20.8,2015,62.8,45786.0,28.12,Mississippi2015,0.0,0.07961109440769694,0.8155757666867107,1.178756764882742,1.178756764882742,0
Missouri,27.8,2015,53.3,67696.0,27.67,Missouri2015,0.0,0.10810008009319935,0.6667420270860638,1.330931993592544,1.330931993592544,0
Montana,30.6,2015,41.9,58775.0,26.76,Montana2015,0.011699126006468928,0.10324346477625165,0.8941980505095259,1.46327868852459,1.46327868852459,0
Nebraska,30.2,2015,48.2,69158.0,26.1,Nebraska2015,0.0,0.13733451202263083,1.0112765205091938,1.5356353135313532,1.5356353135313532,0
Nevada,23.6,2015,53.1,59476.0,27.77,Nevada2015,0.000884491329036671,0.10491317235396182,0.5043572874493927,1.2034832272990168,1.2034832272990168,0
New Hampshire,35.7,2015,42.9,86541.0,46.95,New Hampshire2015,0.0,0.12723007818998502,0.5267825652969556,1.4318033605057394,1.4318033605057394,0
New Jersey,37.6,2015,52.1,78173.0,40.35,New Jersey2015,0.0033577708239181554,0.13324985213750032,0.5165717192268565,1.2546126002507747,1.2546126002507747,0
New Mexico,26.5,2015,54.7,51598.0,28.35,New Mexico2015,0.0,0.0980815949587136,0.7399847892220773,1.1867177314211212,1.1867177314211212,0
New York,35.0,2015,44.4,66334.0,44.77,New York2015,0.015713190925950613,0.15578067961673386,0.4019628252788104,1.266996701397979,1.266996701397979,1
North Carolina,29.4,2015,58.7,58091.0,27.47,North Carolina2015,0.0,0.1100410171030725,0.5612919198252935,1.2313855434712102,1.2313855434712102,0
North Dakota,29.1,2015,39.6,65659.0,25.68,North Dakota2015,0.0,0.1592177992607336,1.729749786750071,1.699294853568382,1.699294853568382,0
Ohio,26.8,2015,49.6,60955.0,29.34,Ohio2015,0.0,0.11665575241513612,0.7079607850624308,1.3101162701897744,1.3101162701897744,0
Oklahoma,24.6,2015,59.0,53837.0,23.35,Oklahoma2015,0.0,0.10665425896323362,0.9280406485498972,1.3060047956154373,1.3060047956154373,0
Oregon,32.2,2015,49.7,69569.0,25.63,Oregon2015,0.021773948726538046,0.10721286599700791,0.5192167129728574,1.2775764052147895,1.2775764052147895,1
Pennsylvania,29.7,2015,47.7,69061.0,30.33,Pennsylvania2015,0.0,0.12464709064888828,0.6802349122133408,1.310752731334427,1.310752731334427,0
Rhode Island,32.7,2015,49.7,63699.0,49.86,Rhode Island2015,0.0,0.11494251936404404,0.4131532816958826,1.2780839788014675,1.2780839788014675,0
South Carolina,26.8,2015,62.6,53017.0,28.08,South Carolina2015,0.0,0.09337054847343829,0.7546037290749897,1.1961792859411151,1.1961792859411151,0
South Dakota,27.5,2015,44.0,62972.0,27.76,South Dakota2015,0.0,0.12942972536348948,1.050078082929456,1.595560043080237,1.595560043080237,0
Tennessee,25.7,2015,57.1,54126.0,27.31,Tennessee2015,0.0,0.10703981572885818,0.7172497532082922,1.2699924317209608,1.2699924317209608,0
Texas,28.4,2015,64.8,64582.0,25.82,Texas2015,0.0015619381238212249,0.11975693921197036,0.9709818024065575,1.2492934067021333,1.2492934067021333,0
Utah,31.8,2015,50.6,75772.0,25.13,Utah2015,0.0008704991115468443,0.10544602332979851,0.5643782255213856,1.3191417462000707,1.3191417462000707,0
Vermont,36.9,2015,41.8,68037.0,42.22,Vermont2015,0.000790954642706014,0.11135097192224622,0.5059251259899208,1.556904247660187,1.556904247660187,0
Virginia,37.0,2015,54.8,70315.0,27.28,Virginia2015,0.0032105388843652566,0.12386044189559385,0.6249061675926163,1.2955503213087893,1.2955503213087893,0
Washington,34.2,2015,48.5,76899.0,21.85,Washington2015,0.16351969275473313,0.13709635439616932,0.5863473458476542,1.233545430510267,1.233545430510267,2
West Virginia,19.6,2015,51.2,48973.0,23.79,West Virginia2015,0.0,0.0881345773603559,0.9498974295600593,1.1174518042511121,1.1174518042511121,0
Wisconsin,28.4,2015,41.0,63384.0,31.47,Wisconsin2015,0.0,0.11711017594637825,0.6909924594409322,1.38037321959022,1.38037321959022,0
Wyoming,26.2,2015,42.3,69673.0,23.48,Wyoming2015,0.0,0.1470604668962878,1.940761576731726,1.553895905089935,1.553895905089935,0
Alabama,24.7,2016,64.6,53314.0,28.07,Alabama2016,0.0,0.09470606503470953,0.878117921081476,1.1964454694921447,1.1964454694921447,0
Alaska,29.6,2016,17.2,85494.0,52.62,Alaska2016,0.0,0.14358250778375317,1.6803339937729975,1.293857911123691,1.293857911123691,0
Arizona,28.9,2016,61.5,64468.0,30.28,Arizona2016,0.009840359097411986,0.10110162430974909,0.49236929634772497,1.1769864694674976,1.1769864694674976,0
Arkansas,22.4,2016,61.5,51830.0,23.85,Arkansas2016,0.0,0.09039022910028827,0.7993521468669398,1.2363055681990593,1.2363055681990593,0
California,32.9,2016,60.4,75235.0,44.74,California2016,0.35499463990392455,0.13429885489999321,0.39971124246747886,1.2113651828971919,1.2113651828971919,2
Colorado,39.9,2016,47.1,79671.0,28.85,Colorado2016,0.04884452009290969,0.12332225627990431,0.5496063845693779,1.3706388307416268,1.3706388307416268,1
Connecticut,38.6,2016,50.4,85720.0,50.54,Connecticut2016,0.0,0.16194969596462133,0.44511147963884284,1.4134918002579695,1.4134918002579695,0
Delaware,31.0,2016,56.6,65536.0,32.74,Delaware2016,0.007606144870214561,0.16497383444338726,0.6682611798287346,1.3764700285442435,1.3764700285442435,0
District of Columbia,56.8,2016,60.1,80141.0,34.38,District of Columbia2016,0.0,0.34526924101198403,0.4648548601864181,2.3775392809587217,2.3775392809587217,0
Florida,28.6,2016,73.2,57779.0,29.03,Florida2016,0.023882117055472454,0.10449874494415276,0.47818910238844253,1.2805115585710998,1.2805115585710998,1
Georgia,30.5,2016,65.3,60434.0,28.1,Georgia2016,0.003532889790796398,0.1129428011551155,0.6088741749174917,1.232207508250825,1.232207508250825,0
Hawaii,31.9,2016,78.2,81440.0,70.01,Hawaii2016,0.0023231322017098254,0.13415571542765786,0.4802398081534772,1.4626586730615507,1.4626586730615507,0
Idaho,27.6,2016,46.1,63863.0,23.7,Idaho2016,0.0006580007961809633,0.09302351351351351,0.7299513513513514,1.3199202702702704,1.3199202702702704,0
Illinois,34.0,2016,53.0,69307.0,27.69,Illinois2016,0.002718406863292203,0.13408483277675323,0.6522171825416604,1.2966935818837328,1.2966935818837328,0
Indiana,25.6,2016,52.5,63332.0,27.11,Indiana2016,0.0005149834432822985,0.11363280493909561,0.9267729017186718,1.284000667445353,1.284000667445353,0
Iowa,28.4,2016,49.1,66719.0,25.07,Iowa2016,0.0,0.1303834906000144,1.1053965281279263,1.488638622776057,1.488638622776057,0
Kansas,32.8,2016,56.3,64140.0,31.03,Kansas2016,0.00030601034927001233,0.12386212752817663,0.8436050640728733,1.4791971591786321,1.4791971591786321,0
Kentucky,23.4,2016,56.5,51223.0,24.77,Kentucky2016,0.0,0.09826701675418854,0.8522750687671918,1.2496414103525881,1.2496414103525881,0
Louisiana,23.4,2016,68.2,47641.0,22.68,Louisiana2016,0.0,0.10650035173287062,1.890279979365005,1.2621966890212446,1.2621966890212446,0
Maine,30.1,2016,41.9,57418.0,37.51,Maine2016,0.0002443619587077162,0.10548739495798319,0.6863182773109243,1.4473511904761904,1.4473511904761904,0
Maryland,39.3,2016,55.6,83277.0,35.79,Maryland2016,0.0009615282428678643,0.13723618730754256,0.49079672955084414,1.2951052985523661,1.2951052985523661,0
Massachusetts,42.7,2016,49.0,81591.0,48.3,Massachusetts2016,0.0005205010169288618,0.16108601477400775,0.4463609615625391,1.4742071491173157,1.4742071491173157,0
Michigan,28.3,2016,45.6,64458.0,32.44,Michigan2016,0.0003386325218364103,0.10922425700663904,0.6251815710912089,1.2422095976473733,1.2422095976473733,0
Minnesota,34.8,2016,43.4,79278.0,29.42,Minnesota2016,0.0005764455693672982,0.13577238467305947,0.725669073832919,1.4593200741880747,1.4593200741880747,0
Mississippi,21.8,2016,65.3,46402.0,25.59,Mississippi2016,0.0,0.08110318240229798,0.810105828104921,1.1952415148537305,1.1952415148537305,0
Missouri,28.5,2016,55.8,62115.0,28.56,Missouri2016,8.897137523944421e-05,0.11074840822936219,0.6557197011519635,1.36195097714475,1.36195097714475,0
Montana,31.0,2016,44.8,64440.0,26.69,Montana2016,0.012465973558536812,0.10211200897867564,0.9122828282828283,1.4989203142536476,1.4989203142536476,0
Nebraska,31.4,2016,50.7,67035.0,26.52,Nebraska2016,0.0015708069806662222,0.13832794754712563,1.0190492916520313,1.534851890879288,1.534851890879288,0
Nevada,23.5,2016,52.3,62583.0,24.58,Nevada2016,0.0011457356673241917,0.10901809304997127,0.5221087018954623,1.2383263928776564,1.2383263928776564,0
New Hampshire,36.6,2016,44.3,86100.0,45.88,New Hampshire2016,0.001699745604741157,0.13214720133667504,0.5134335839598998,1.4588571428571429,1.4588571428571429,0
New Jersey,38.6,2016,54.2,77303.0,39.3,New Jersey2016,0.011903587263653221,0.13770272533677888,0.5122479841121719,1.2899885148230565,1.2899885148230565,0
New Mexico,27.2,2016,54.8,54703.0,26.87,New Mexico2016,0.0012099268447981464,0.0974800738408079,0.7314996199370182,1.1863600825279619,1.1863600825279619,0
New York,35.7,2016,46.3,69364.0,42.41,New York2016,0.034942329821244116,0.16419225477329497,0.39888171542271705,1.2974827484018459,1.2974827484018459,1
North Carolina,30.4,2016,60.4,60701.0,26.96,North Carolina2016,0.002143040630640462,0.11350058257454798,0.5652243990851422,1.2569304794372762,1.2569304794372762,0
North Dakota,29.6,2016,43.3,67950.0,26.25,North Dakota2016,0.0,0.14841335997716243,1.666163288609763,1.6463145874964316,1.6463145874964316,0
Ohio,27.5,2016,51.8,60951.0,28.95,Ohio2016,0.00046868871761866933,0.1202889759524453,0.707873740687845,1.3377338171150654,1.3377338171150654,0
Oklahoma,25.2,2016,60.9,57516.0,23.15,Oklahoma2016,0.0002175139317673297,0.10359782795084309,0.9287905115747357,1.3071866247499286,1.3071866247499286,0
Oregon,32.7,2016,49.9,66765.0,25.88,Oregon2016,0.02399607435008385,0.11143650458812361,0.5211254087121612,1.2922244488977956,1.2922244488977956,1
Pennsylvania,30.8,2016,49.7,68847.0,29.96,Pennsylvania2016,0.007844031349403972,0.12785280143591188,0.662082952065883,1.3362661012177095,1.3362661012177095,0
Rhode Island,34.1,2016,50.9,69467.0,47.71,Rhode Island2016,0.00022922793738409662,0.1181085255354201,0.38132825370675455,1.3045737232289951,1.3045737232289951,0
South Carolina,27.2,2016,64.4,61347.0,28.68,South Carolina2016,0.006520474016726102,0.09761330429258554,0.7524285325347128,1.2251955712859606,1.2251955712859606,0
South Dakota,28.9,2016,47.3,64863.0,28.82,South Dakota2016,0.0,0.13255501618122978,1.0466477885652643,1.610906148867314,1.610906148867314,0
Tennessee,26.1,2016,58.9,57969.0,27.11,Tennessee2016,0.0,0.11052068070567365,0.7251312460987549,1.2982864088833403,1.2982864088833403,0
Texas,28.9,2016,66.0,65649.0,25.01,Texas2016,0.01717094709538286,0.11897518799258577,0.9784713452583673,1.2570495335975527,1.2570495335975527,1
Utah,32.6,2016,50.3,76188.0,25.65,Utah2016,0.0012757759907463715,0.11026849717040452,0.5643198490882415,1.3506197163417872,1.3506197163417872,0
Vermont,36.4,2016,43.4,68687.0,42.39,Vermont2016,0.0008711939713377183,0.1168309963099631,0.49917343173431733,1.6006568265682657,1.6006568265682657,0
Virginia,38.1,2016,56.5,75025.0,26.65,Virginia2016,0.0032382221235335478,0.12784707974637868,0.6238313830609825,1.3290996958606114,1.3290996958606114,0
Washington,35.1,2016,49.8,79382.0,22.69,Washington2016,0.1240267933300087,0.14148111262739177,0.5970779013385209,1.2524859905345374,1.2524859905345374,2
West Virginia,20.8,2016,53.0,50077.0,26.32,West Virginia2016,0.0,0.08911220002512878,0.9578665661515265,1.1185035808518657,1.1185035808518657,0
Wisconsin,29.5,2016,44.9,67535.0,31.3,Wisconsin2016,0.0,0.12080206931035808,0.6927235662910112,1.4069248817262203,1.4069248817262203,0
Wyoming,27.1,2016,43.9,65291.0,24.12,Wyoming2016,0.0,0.1387432327919567,1.9527610208816706,1.5395591647331786,1.5395591647331786,0
Alabama,25.5,2017,66.1,56219.0,28.85,Alabama2017,0.0006293988321262594,0.0987194903169419,0.8759400156400938,1.2186195317171904,1.2186195317171904,0
Alaska,28.8,2017,4.5,86196.0,56.05,Alaska2017,0.0,0.15449710144927536,1.743455072463768,1.3202869565217392,1.3202869565217392,0
Arizona,29.4,2017,62.2,65984.0,31.18,Arizona2017,0.042147093355811786,0.1060911995909759,0.4893842270083722,1.1953588547325367,1.1953588547325367,1
Arkansas,23.4,2017,63.3,54988.0,24.23,Arkansas2017,0.012947930974579974,0.09266548123486683,0.8003185532687651,1.2408459443099273,1.2408459443099273,0
California,33.6,2017,59.9,77410.0,47.17,California2017,0.7330545852096974,0.1420007441560334,0.40414401240606984,1.2254628858683208,1.2254628858683208,2
Colorado,41.2,2017,47.3,82877.0,29.32,Colorado2017,0.11680292741188242,0.12921193842054624,0.5467052771815558,1.3917204500037006,1.3917204500037006,2
Connecticut,38.7,2017,52.0,82125.0,51.44,Connecticut2017,0.00929097569833968,0.16758856578378714,0.44968142248564547,1.4201617583503119,1.4201617583503119,0
Delaware,31.5,2017,57.8,71799.0,32.21,Delaware2017,0.021469516864305496,0.16243162901307967,0.6659785969084423,1.3905160523186681,1.3905160523186681,1
District of Columbia,57.3,2017,60.4,89838.0,34.57,District of Columbia2017,0.004323991909330694,0.3485312581742087,0.4365079780277269,2.3615275961286946,2.3615275961286946,0
Florida,29.7,2017,73.0,58674.0,30.53,Florida2017,0.030262931393008903,0.10848904991077706,0.46991348077651,1.3084351916941546,1.3084351916941546,1
Georgia,30.9,2017,66.5,64089.0,28.8,Georgia2017,0.009756635572693299,0.11759416309716557,0.5996509745250344,1.2559281044412107,1.2559281044412107,0
Hawaii,32.9,2017,78.1,81346.0,76.4,Hawaii2017,0.044888033630895455,0.14251209150326796,0.5038823529411764,1.5051029411764707,1.5051029411764707,1
Idaho,26.8,2017,44.5,65760.0,24.2,Idaho2017,0.0021817943804249406,0.09553849227490677,0.742013851891316,1.342289557805008,1.342289557805008,0
Illinois,34.4,2017,55.2,72913.0,28.02,Illinois2017,0.020726639466442605,0.13848496650830158,0.6531203518726811,1.3133266741652256,1.3133266741652256,1
Indiana,26.8,2017,54.8,64953.0,28.75,Indiana2017,0.006323404556388849,0.11758462000200087,0.8918651415613432,1.3017030713309101,1.3017030713309101,0
Iowa,28.9,2017,51.1,70148.0,25.6,Iowa2017,0.0,0.13412885174418604,1.1426584302325582,1.498438226744186,1.498438226744186,0
Kansas,33.7,2017,57.2,62889.0,31.36,Kansas2017,0.002532263570147246,0.12895815442267156,0.8397977984229839,1.4938316808494028,1.4938316808494028,0
Kentucky,24.0,2017,58.7,54901.0,25.24,Kentucky2017,0.000827870863971947,0.10145351291587094,0.8354271786109156,1.2664463765202534,1.2664463765202534,0
Louisiana,23.8,2017,69.4,48151.0,23.65,Louisiana2017,0.004606185531395472,0.11402732343764772,1.9893693864044626,1.272883615391888,1.272883615391888,0
Maine,32.1,2017,43.4,58928.0,38.16,Maine2017,0.002582424535099023,0.10910199789695058,0.6742551699964949,1.462018927444795,1.462018927444795,0
Maryland,39.7,2017,57.0,90734.0,35.12,Maryland2017,0.017738765780525627,0.14180410361812962,0.4772327155462632,1.310020553527765,1.310020553527765,1
Massachusetts,43.4,2017,50.6,84269.0,50.18,Massachusetts2017,0.0029432167457259964,0.16609571473256177,0.4476330935251799,1.49460494213325,1.49460494213325,0
Michigan,29.1,2017,47.6,62342.0,33.12,Michigan2017,0.0007060687839929909,0.11230327428878153,0.6257950885668278,1.2594227500447308,1.2594227500447308,0
Minnesota,36.1,2017,44.7,77341.0,30.28,Minnesota2017,0.004193483606041785,0.1387628594969985,0.7306509200769019,1.4657060462196414,1.4657060462196414,0
Mississippi,21.9,2017,66.7,47837.0,26.83,Mississippi2017,0.0,0.08371585701191568,0.8159929728078216,1.2161655973113352,1.2161655973113352,0
Missouri,29.1,2017,57.8,62481.0,29.41,Missouri2017,0.0005604726652810537,0.11363721221959858,0.6427859356552539,1.37836186540732,1.37836186540732,0
Montana,32.3,2017,43.9,63450.0,26.89,Montana2017,0.03896762968064668,0.10629413053000439,0.9261125711782742,1.4770061322820849,1.4770061322820849,1
Nebraska,31.7,2017,51.6,65855.0,26.6,Nebraska2017,0.005021859860569538,0.14308992594334077,1.0265698836252497,1.5489925943340779,1.5489925943340779,0
Nevada,24.9,2017,51.8,64151.0,25.68,Nevada2017,0.025298136147886223,0.11315192280602902,0.5338463163825891,1.2541400197210875,1.2541400197210875,1
New Hampshire,36.9,2017,46.0,83591.0,47.39,New Hampshire2017,0.0027701872448707013,0.1348469131671407,0.5316797724611009,1.476481512464447,1.476481512464447,0
New Jersey,39.7,2017,55.4,78739.0,39.14,New Jersey2017,0.0214385326896533,0.14051453175457482,0.4997356775505322,1.303380456883148,1.303380456883148,1
New Mexico,27.1,2017,55.8,50401.0,28.27,New Mexico2017,0.00246105786111102,0.10139956043956044,0.7520505494505495,1.2037428571428572,1.2037428571428572,0
New York,36.0,2017,48.0,68021.0,43.19,New York2017,0.06333503906939132,0.1705459618021235,0.4013319304063174,1.3169834943510932,1.3169834943510932,1
North Carolina,31.3,2017,61.4,54762.0,26.5,North Carolina2017,0.004641464918662849,0.1175874849939976,0.5520380294975132,1.2690516206482594,1.2690516206482594,0
North Dakota,30.7,2017,44.1,66500.0,25.78,North Dakota2017,0.0,0.16033198263386395,1.8350072358900145,1.6586512301013026,1.6586512301013026,0
Ohio,28.0,2017,54.2,67076.0,28.96,Ohio2017,0.0031050108143401123,0.12464030888030889,0.6981675675675676,1.349007528957529,1.349007528957529,0
Oklahoma,25.5,2017,62.5,57343.0,24.26,Oklahoma2017,0.0011213913625951687,0.10943774408453939,0.9461911325522628,1.3162169767976108,1.3162169767976108,0
Oregon,33.7,2017,48.2,69077.0,25.82,Oregon2017,0.027812696722964145,0.11596249218587205,0.5424796832673474,1.310736090852261,1.310736090852261,1
Pennsylvania,31.4,2017,51.5,67736.0,29.79,Pennsylvania2017,0.01467534879719273,0.1321672539263771,0.666975937107141,1.3567415053915752,1.3567415053915752,1
Rhode Island,33.5,2017,52.4,72285.0,48.13,Rhode Island2017,0.005472112449531659,0.1199607600165221,0.37654894671623296,1.3194857496902106,1.3194857496902106,0
South Carolina,28.0,2017,65.6,60278.0,29.21,South Carolina2017,0.008294620496228436,0.10058870967741936,0.742376103802487,1.2430645161290323,1.2430645161290323,0
South Dakota,28.1,2017,48.1,62905.0,29.46,South Dakota2017,0.0,0.134743830472103,1.0572451716738198,1.6128674892703863,1.6128674892703863,0
Tennessee,27.3,2017,61.1,61128.0,27.75,Tennessee2017,0.0,0.1146644115436154,0.7012710396444096,1.3181145210314738,1.3181145210314738,0
Texas,29.6,2017,67.5,66417.0,24.88,Texas2017,0.036529830024389504,0.12446974239189461,0.9799450267427415,1.2723843069575762,1.2723843069575762,1
Utah,34.6,2017,50.2,77135.0,25.32,Utah2017,0.02767411994136546,0.11548989933575292,0.5666321988632472,1.3663582825446825,1.3663582825446825,1
Vermont,38.3,2017,45.0,70385.0,42.79,Vermont2017,0.02928772258669166,0.11954835124120045,0.49676176361615415,1.6148981104112634,1.6148981104112634,1
Virginia,38.7,2017,57.7,78265.0,26.89,Virginia2017,0.02804998186900843,0.1314055172768408,0.6173969045660223,1.3441652097902097,1.3441652097902097,1
Washington,35.5,2017,47.9,79071.0,23.44,Washington2017,0.16792189393201437,0.1486575844304522,0.5939725243274184,1.268540641099027,1.268540641099027,2
West Virginia,20.2,2017,55.0,51900.0,26.4,West Virginia2017,0.0,0.09646738009283136,0.9708818978855079,1.146027591542032,1.146027591542032,0
Wisconsin,30.4,2017,46.5,70164.0,31.54,Wisconsin2017,0.0,0.1233617796380266,0.704548695888075,1.4258272293919312,1.4258272293919312,0
Wyoming,27.6,2017,43.4,65803.0,24.4,Wyoming2017,0.0,0.14733346613545817,2.1308366533864542,1.589398406374502,1.589398406374502,0
Alabama,25.5,2018,64.0,53879.0,28.27,Alabama2018,0.005552440019766686,0.10332762520193861,0.903029309946919,1.2426009693053313,1.2426009693053313,0
Alaska,30.2,2018,6.7,74161.0,56.8,Alaska2018,0.013095432967752497,0.16223286052009456,1.78677304964539,1.3440602836879432,1.3440602836879432,1
Arizona,29.7,2018,63.5,67201.0,31.8,Arizona2018,0.11142366412852062,0.11031051130129471,0.4834659393711402,1.2083996363522367,1.2083996363522367,1
Arkansas,23.3,2018,61.8,53712.0,22.83,Arkansas2018,0.020517585959457685,0.09636972948466072,0.8438544657699864,1.2527965845549343,1.2527965845549343,1
California,34.2,2018,60.9,76055.0,48.7,California2018,1.1029464230539752,0.151632709991783,0.41164387361501464,1.2601935970104727,1.2601935970104727,2
Colorado,41.7,2018,48.3,78801.0,29.41,Colorado2018,0.18941405656951457,0.13594802585923518,0.557807808904635,1.4090909090909092,1.4090909090909092,2
Connecticut,39.6,2018,50.3,78561.0,53.97,Connecticut2018,0.04316186694971872,0.17524760533400113,0.47339823452075375,1.4490001878169412,1.4490001878169412,1
Delaware,31.3,2018,57.1,70145.0,31.12,Delaware2018,0.0200755486739754,0.17203408820023838,0.7164886769964243,1.4231203814064362,1.4231203814064362,1
District of Columbia,60.4,2018,60.8,92521.0,35.27,District of Columbia2018,0.042913748134444006,0.36272715472481826,0.4531100726895119,2.373335929387331,2.373335929387331,1
Florida,30.4,2018,72.2,58959.0,30.24,Florida2018,0.10995355187381113,0.11340656676713827,0.47636918489278857,1.3468281720960666,1.3468281720960666,1
Georgia,31.9,2018,64.9,60229.0,28.19,Georgia2018,0.04396384058441549,0.1227415437280952,0.6120504931127231,1.2811461814328795,1.2811461814328795,1
Hawaii,33.5,2018,78.1,86433.0,85.59,Hawaii2018,0.18940434786022156,0.14903613265137766,0.5054314469559479,1.525086619369741,1.525086619369741,2
Idaho,27.7,2018,45.2,63365.0,23.95,Idaho2018,0.017702839468647605,0.10073591045164648,0.7242834830144474,1.3552661720682024,1.3552661720682024,1
Illinois,35.1,2018,53.7,75684.0,28.33,Illinois2018,0.032516236343906546,0.14678937819001917,0.681268377053906,1.3363042409238126,1.3363042409238126,1
Indiana,27.1,2018,53.2,64621.0,28.68,Indiana2018,0.029081271927679234,0.12454007875592338,0.9364506440632717,1.3226463325101783,1.3226463325101783,1
Iowa,29.0,2018,49.5,74144.0,26.13,Iowa2018,0.0,0.13954867385601866,1.1902732439522006,1.5127455552317108,1.5127455552317108,0
Kansas,33.8,2018,56.2,68987.0,31.68,Kansas2018,0.012920810811642265,0.13529831998743916,0.8920018841262365,1.5117090595069869,1.5117090595069869,0
Kentucky,24.8,2018,56.9,58863.0,25.06,Kentucky2018,0.00505243498329212,0.1045983248909173,0.8750779878629821,1.2766808766738553,1.2766808766738553,0
Louisiana,24.3,2018,67.7,53919.0,23.4,Louisiana2018,0.012668715255508552,0.12314229514488581,2.036849932834389,1.3074021301093839,1.3074021301093839,0
Maine,31.5,2018,41.8,63295.0,39.38,Maine2018,0.005889794266925476,0.11556141899046947,0.6850900105894812,1.4891846099541122,1.4891846099541122,0
Maryland,40.8,2018,56.1,93031.0,33.9,Maryland2018,0.04556654666435713,0.1479231600172836,0.5011155120265015,1.3507874837966296,1.3507874837966296,1
Massachusetts,44.5,2018,49.0,93163.0,54.23,Massachusetts2018,0.049804584587611625,0.1755102085346467,0.4580003740531779,1.5132449113182258,1.5132449113182258,1
Michigan,29.6,2018,45.9,65222.0,33.46,Michigan2018,0.011408956526915216,0.11631046971763286,0.6508960629569184,1.277695901987525,1.277695901987525,0
Minnesota,36.7,2018,42.3,77488.0,30.55,Minnesota2018,0.01183895979054148,0.14631712881022615,0.7630969518190757,1.4854654867256638,1.4854654867256638,0
Mississippi,23.2,2018,64.7,46159.0,27.28,Mississippi2018,0.0027867370701458068,0.08590590307020901,0.8466595207105122,1.2271411071127785,1.2271411071127785,0
Missouri,29.5,2018,56.5,66600.0,29.1,Missouri2018,0.016268547095065398,0.11761247273668256,0.6879091345976119,1.3961180732690104,1.3961180732690104,1
Montana,31.7,2018,43.7,62233.0,26.65,Montana2018,0.301648466914728,0.11287275548658834,0.9672267789847041,1.5163289736200398,1.5163289736200398,2
Nebraska,32.4,2018,50.5,72911.0,26.45,Nebraska2018,0.018740300430441274,0.1500301204819277,1.0737833687691944,1.5712130876446964,1.5712130876446964,1
Nevada,24.9,2018,53.0,66749.0,25.42,Nevada2018,0.059044851735955896,0.1191862793139657,0.543638781939097,1.2943059152957648,1.2943059152957648,1
