State,Percentage_pop_with_bachelors,Year,Adults 19-25,Adults 26-34,Adults 35-54,EnergyC_addunit,num_jobs_tot,Av_temperature,Median_income,GDP,Elec_price,Tot_vehicle,Number of registrations,Label,Label_py,Label_R,Key
Florida,25.8,2011,1682000.0,1990300.0,5061200.0,4171410.0,10036634.0,69.4,54454.0,755240.0,31.09,7981816.0,0.0,Low,0,1,Florida2011
Georgia,27.6,2011,889400.0,1151000.0,2733400.0,3034665.0,5325616.0,63.0,55501.0,431653.9,28.17,3430165.0,0.0,Low,0,1,Georgia2011
Hawaii,29.1,2011,110900.0,155600.0,353600.0,302550.0,835012.0,76.9,71285.0,69083.9,92.78,534815.0,0.0,Low,0,1,Hawaii2011
Idaho,25.2,2011,145600.0,181700.0,396300.0,521106.0,878541.0,43.0,57295.0,56941.1,18.87,610646.0,0.0,Low,0,1,Idaho2011
Illinois,31.0,2011,1159800.0,1560300.0,3516500.0,3965357.0,7376100.0,53.0,61132.0,692880.8,26.38,5563757.0,0.0,Low,0,1,Illinois2011
Indiana,23.0,2011,577200.0,720800.0,1744700.0,2823793.0,3590196.0,52.6,53657.0,291356.1,23.55,2882224.0,0.0,Low,0,1,Indiana2011
Iowa,25.8,2011,264100.0,351600.0,781400.0,1507153.0,1975960.0,48.3,60627.0,148477.6,22.16,1645916.0,0.0,Low,0,1,Iowa2011
Kansas,30.1,2011,265900.0,318200.0,735000.0,1097062.0,1819044.0,55.3,55712.0,136358.9,26.11,1141601.0,0.0,Low,0,1,Kansas2011
Kentucky,21.1,2011,373400.0,490100.0,1184900.0,1934144.0,2368202.0,56.0,48117.0,171586.9,21.1,1883309.0,0.0,Low,0,1,Kentucky2011
Louisiana,21.1,2011,442200.0,542500.0,1180600.0,4137755.0,2564944.0,66.6,49085.0,229945.0,22.76,1801488.0,0.0,Low,0,1,Louisiana2011
Maine,28.4,2011,98700.0,129800.0,378500.0,418075.0,794389.0,44.3,59992.0,52575.5,36.86,530057.0,0.0,Low,0,1,Maine2011
Maryland,36.9,2011,511600.0,675200.0,1660700.0,1433203.0,3394831.0,55.6,83151.0,326281.2,34.98,2088130.0,0.0,Low,0,1,Maryland2011
Massachusetts,39.1,2011,568300.0,746100.0,1869800.0,1409491.0,4175311.0,50.1,76435.0,425523.0,41.36,3180009.0,0.0,Low,0,1,Massachusetts2011
Michigan,25.6,2011,913800.0,1019000.0,2703900.0,2818540.0,5165348.0,46.7,59010.0,404554.7,30.57,4742808.0,0.0,Low,0,1,Michigan2011
Minnesota,32.4,2011,460600.0,643700.0,1464300.0,1849741.0,3469201.0,42.5,69804.0,287039.3,25.43,2248879.0,0.0,Low,0,1,Minnesota2011
Mississippi,19.8,2011,271900.0,323100.0,774300.0,1128520.0,1509941.0,63.6,49606.0,96218.0,26.0,1050978.0,0.0,Low,0,1,Mississippi2011
Missouri,26.1,2011,522600.0,686500.0,1590600.0,1868093.0,3506571.0,55.3,55261.0,262067.1,24.38,2440765.0,0.0,Low,0,1,Missouri2011
Montana,28.2,2011,91400.0,110000.0,253100.0,404250.0,623175.0,41.4,48625.0,40995.1,24.26,435575.0,8.0,Low,0,1,Montana2011
Nebraska,27.9,2011,170200.0,209200.0,471800.0,863017.0,1232457.0,49.2,67143.0,99921.1,23.09,766395.0,0.0,Low,0,1,Nebraska2011
Nevada,22.5,2011,245900.0,335400.0,746700.0,688542.0,1501839.0,50.0,56793.0,127677.9,26.43,1079145.0,0.0,Low,0,1,Nevada2011
New Hampshire,33.4,2011,104800.0,126600.0,394100.0,296997.0,818789.0,45.6,79534.0,66153.2,43.2,594931.0,0.0,Low,0,1,New Hampshire2011
New Jersey,35.3,2011,717200.0,978400.0,2571100.0,2278876.0,5018505.0,54.3,75258.0,495965.8,41.95,4416631.0,0.0,Low,0,1,New Jersey2011
New Mexico,25.6,2011,199600.0,232100.0,517200.0,671603.0,1064267.0,54.2,50683.0,87062.8,25.92,718457.0,0.0,Low,0,1,New Mexico2011
New York,32.9,2011,1833900.0,2357200.0,5391800.0,3757112.0,11294064.0,47.0,61131.0,1247605.8,46.57,5866664.0,1.0,Low,0,1,New York2011
North Carolina,26.9,2011,830000.0,1078300.0,2642200.0,2630454.0,5292814.0,59.0,54575.0,431722.7,25.34,3264444.0,0.0,Low,0,1,North Carolina2011
North Dakota,26.3,2011,75600.0,78800.0,167100.0,525239.0,529779.0,40.6,68042.0,41587.7,22.02,328511.0,0.0,Low,0,1,North Dakota2011
Ohio,24.7,2011,986700.0,1253500.0,3123800.0,3755039.0,6521658.0,51.6,53902.0,528189.9,26.56,5412188.0,0.0,Low,0,1,Ohio2011
Oklahoma,23.8,2011,337000.0,437900.0,960800.0,1577495.0,2158874.0,60.3,58498.0,166235.8,22.91,1522613.0,0.0,Low,0,1,Oklahoma2011
Oregon,29.3,2011,347700.0,472100.0,1021800.0,1007150.0,2201553.0,46.9,62205.0,170630.9,23.57,1472348.0,35.0,Low,0,1,Oregon2011
Pennsylvania,27.0,2011,1083200.0,1328700.0,3467600.0,3749993.0,7217098.0,49.8,60254.0,624819.7,30.73,5484519.0,0.0,Low,0,1,Pennsylvania2011
Rhode Island,31.1,2011,98000.0,112000.0,290400.0,185485.0,591692.0,51.7,59196.0,50206.1,38.22,527589.0,0.0,Low,0,1,Rhode Island2011
South Carolina,24.1,2011,421300.0,498300.0,1235400.0,1620820.0,2427409.0,62.6,48392.0,172075.1,25.78,1983691.0,0.0,Low,0,1,South Carolina2011
South Dakota,26.3,2011,71900.0,90600.0,205600.0,377851.0,566480.0,45.0,57011.0,41892.1,23.58,384573.0,0.0,Low,0,1,South Dakota2011
Tennessee,23.6,2011,560800.0,727000.0,1737600.0,2196993.0,3589041.0,58.0,51042.0,269814.2,27.26,2637423.0,0.0,Low,0,1,Tennessee2011
Texas,26.4,2011,2458500.0,3163000.0,6815100.0,11829075.0,14681432.0,65.2,59213.0,1341334.4,26.64,8964823.0,0.0,Low,0,1,Texas2011
Utah,29.7,2011,307700.0,392100.0,644900.0,790554.0,1664426.0,48.2,66995.0,125565.0,20.98,857948.0,0.0,Low,0,1,Utah2011
Vermont,35.4,2011,50500.0,61000.0,175900.0,151656.0,416949.0,44.5,62611.0,28418.7,40.44,286106.0,0.0,Low,0,1,Vermont2011
Virginia,35.1,2011,710400.0,934000.0,2246800.0,2424571.0,4802678.0,55.9,75594.0,435180.3,25.92,3827026.0,27.0,Low,0,1,Virginia2011
Washington,31.9,2011,613700.0,838600.0,1860100.0,2051660.0,3814305.0,46.7,68633.0,379574.9,20.01,3037366.0,23.0,Low,0,1,Washington2011
West Virginia,18.5,2011,158700.0,188400.0,494800.0,738406.0,909035.0,52.0,50489.0,69234.1,23.16,663436.0,0.0,Low,0,1,West Virginia2011
Wisconsin,26.5,2011,499800.0,634500.0,1551600.0,1797383.0,3474418.0,45.2,62848.0,266364.4,30.01,2419096.0,0.0,Low,0,1,Wisconsin2011
Wyoming,24.7,2011,51600.0,70100.0,144800.0,557822.0,390303.0,41.8,65807.0,39751.4,19.39,241980.0,0.0,Low,0,1,Wyoming2011
Alabama,23.3,2012,447300.0,523500.0,1266800.0,1890836.0,2503678.0,64.6,51384.0,189245.5,27.32,2042489.0,0.0,Low,0,1,Alabama2012
Alaska,28.0,2012,74800.0,91000.0,196000.0,631311.0,459222.0,-12.8,75246.0,58283.6,47.84,193150.0,0.0,Low,0,1,Alaska2012
Arizona,27.3,2012,603700.0,752300.0,1640500.0,1445431.0,3295537.0,60.6,55616.0,271440.0,28.74,2124040.0,0.0,Low,0,1,Arizona2012
Arkansas,21.0,2012,261000.0,333200.0,751800.0,1075271.0,1565142.0,62.4,46128.0,108492.1,22.56,881271.0,0.0,Low,0,1,Arkansas2012
California,30.9,2012,3818000.0,4742800.0,10290700.0,7446386.0,20666908.0,57.5,67410.0,2113096.4,39.75,13223821.0,549.0,Low,0,1,California2012
Colorado,37.5,2012,478600.0,652700.0,1409300.0,1446115.0,3262925.0,45.9,67688.0,276823.1,27.63,1746187.0,11.0,Low,0,1,Colorado2012
Connecticut,37.1,2012,291300.0,368200.0,1018400.0,728294.0,2223221.0,51.6,75954.0,240911.9,45.56,1387078.0,0.0,Low,0,1,Connecticut2012
Delaware,29.5,2012,83600.0,96900.0,242000.0,283571.0,534261.0,58.2,57896.0,62354.6,32.48,442113.0,0.0,Low,0,1,Delaware2012
District of Columbia,53.0,2012,64100.0,123600.0,158400.0,172794.0,834413.0,61.5,77135.0,112157.0,34.74,207048.0,0.0,Low,0,1,District of Columbia2012
Florida,26.8,2012,1706400.0,2052100.0,5075100.0,4070225.0,10249024.0,72.0,54466.0,778545.0,30.58,7535855.0,0.0,Low,0,1,Florida2012
Georgia,28.2,2012,902800.0,1161700.0,2726600.0,2847777.0,5384572.0,65.3,56890.0,447764.7,27.47,3321506.0,0.0,Low,0,1,Georgia2012
Hawaii,30.1,2012,116300.0,162600.0,349300.0,297399.0,849156.0,76.8,66515.0,71905.3,99.96,521804.0,0.0,Low,0,1,Hawaii2012
Idaho,25.5,2012,148700.0,181300.0,396700.0,514005.0,883148.0,42.6,56654.0,58323.9,20.3,577382.0,0.0,Low,0,1,Idaho2012
Illinois,31.6,2012,1170000.0,1564000.0,3486200.0,3841698.0,7434661.0,53.9,61166.0,726399.1,24.7,4717656.0,0.0,Low,0,1,Illinois2012
Indiana,23.4,2012,585800.0,733100.0,1721100.0,2740941.0,3642334.0,53.8,54569.0,300513.9,24.4,2439140.0,0.0,Low,0,1,Indiana2012
Iowa,26.3,2012,276500.0,344400.0,777100.0,1439121.0,1993430.0,49.4,63180.0,158538.4,22.6,1343335.0,0.0,Low,0,1,Iowa2012
Kansas,30.4,2012,263500.0,334400.0,723700.0,1067837.0,1841393.0,55.9,59115.0,141818.2,27.42,959717.0,0.0,Low,0,1,Kansas2012
Kentucky,21.8,2012,380600.0,488700.0,1174000.0,1900198.0,2389363.0,57.6,48573.0,178143.7,21.37,1533919.0,0.0,Low,0,1,Kentucky2012
Louisiana,22.0,2012,442400.0,551800.0,1168700.0,4007580.0,2601174.0,68.4,46207.0,235384.7,20.49,1499813.0,0.0,Low,0,1,Louisiana2012
Maine,28.0,2012,99000.0,131300.0,367300.0,401652.0,796903.0,43.0,58116.0,53679.7,34.62,474622.0,0.0,Low,0,1,Maine2012
Maryland,36.9,2012,514900.0,698100.0,1643700.0,1392311.0,3438880.0,57.2,84926.0,332523.5,33.07,1968035.0,0.0,Low,0,1,Maryland2012
Massachusetts,39.3,2012,566500.0,775000.0,1849800.0,1374629.0,4253327.0,50.3,75256.0,442916.9,40.41,2481481.0,0.0,Low,0,1,Massachusetts2012
Michigan,26.0,2012,922900.0,1016100.0,2654300.0,2714846.0,5234473.0,46.3,59129.0,422691.2,32.29,3408669.0,0.0,Low,0,1,Michigan2012
Minnesota,33.2,2012,441600.0,671300.0,1443600.0,1812150.0,3505578.0,43.1,73055.0,298328.3,26.06,2148271.0,0.0,Low,0,1,Minnesota2012
Mississippi,20.7,2012,281500.0,322600.0,751900.0,1112821.0,1519719.0,65.2,43318.0,100448.4,25.5,847668.0,0.0,Low,0,1,Mississippi2012
Missouri,26.4,2012,527500.0,695700.0,1562600.0,1788529.0,3528129.0,56.4,58832.0,271535.1,24.99,2398352.0,0.0,Low,0,1,Missouri2012
Montana,29.4,2012,85900.0,108900.0,255900.0,397126.0,633135.0,42.1,53304.0,42340.9,24.32,433264.0,18.0,Low,0,1,Montana2012
Nebraska,29.0,2012,158500.0,219000.0,471200.0,852536.0,1251258.0,49.6,61707.0,102725.9,24.54,732238.0,0.0,Low,0,1,Nebraska2012
Nevada,22.4,2012,250900.0,341700.0,749600.0,685944.0,1519198.0,49.7,55958.0,129312.9,26.38,932804.0,0.0,Low,0,1,Nevada2012
New Hampshire,34.6,2012,104300.0,128600.0,385600.0,287927.0,824361.0,45.4,80177.0,68498.1,41.6,560416.0,0.0,Low,0,1,New Hampshire2012
New Jersey,36.2,2012,723600.0,990200.0,2554700.0,2175477.0,5053839.0,55.6,78845.0,517195.9,40.12,3971265.0,12.0,Low,0,1,New Jersey2012
New Mexico,26.1,2012,183200.0,241700.0,519800.0,669151.0,1067211.0,55.0,51337.0,87925.2,26.21,675737.0,0.0,Low,0,1,New Mexico2012
New York,33.4,2012,1839600.0,2395400.0,5333200.0,3583683.0,11432840.0,47.7,56368.0,1328233.5,44.39,5076204.0,1.0,Low,0,1,New York2012
North Carolina,27.4,2012,850400.0,1076500.0,2654200.0,2539545.0,5356443.0,61.0,49125.0,445095.3,26.82,3445364.0,0.0,Low,0,1,North Carolina2012
North Dakota,27.9,2012,75000.0,87000.0,168300.0,549051.0,567388.0,41.8,65928.0,51832.6,22.99,249180.0,0.0,Low,0,1,North Dakota2012
Ohio,25.2,2012,1003300.0,1250200.0,3073300.0,3614913.0,6605931.0,53.0,52461.0,545740.1,26.84,4738057.0,0.0,Low,0,1,Ohio2012
Oklahoma,23.8,2012,345800.0,441900.0,961800.0,1562808.0,2211773.0,62.3,57228.0,174874.4,22.16,1361338.0,0.0,Low,0,1,Oklahoma2012
Oregon,29.9,2012,342500.0,473800.0,1022400.0,978023.0,2219899.0,46.3,61210.0,174611.0,24.07,1455989.0,34.0,Low,0,1,Oregon2012
Pennsylvania,27.8,2012,1112700.0,1358700.0,3386800.0,3642320.0,7284519.0,51.1,61362.0,647925.9,29.12,4774517.0,0.0,Low,0,1,Pennsylvania2012
Rhode Island,31.4,2012,98400.0,114300.0,283400.0,183454.0,592978.0,52.3,66281.0,51583.0,37.34,456426.0,0.0,Low,0,1,Rhode Island2012
South Carolina,25.1,2012,420600.0,512200.0,1227500.0,1572947.0,2453282.0,64.7,52492.0,177618.1,26.68,1712853.0,0.0,Low,0,1,South Carolina2012
South Dakota,26.3,2012,73100.0,95600.0,200700.0,375687.0,574966.0,45.8,58420.0,43901.5,24.88,331662.0,0.0,Low,0,1,South Dakota2012
Tennessee,24.3,2012,566500.0,726800.0,1729100.0,2081771.0,3635195.0,59.6,50830.0,286341.5,27.23,2232583.0,0.0,Low,0,1,Tennessee2012
Texas,26.7,2012,2501100.0,3236000.0,6872800.0,11859784.0,15095912.0,67.8,61388.0,1421180.1,25.33,7821858.0,0.0,Low,0,1,Texas2012
Utah,30.7,2012,316300.0,396300.0,656800.0,786086.0,1706060.0,48.1,68972.0,129512.5,23.1,832196.0,0.0,Low,0,1,Utah2012
Vermont,35.8,2012,52900.0,61900.0,168300.0,129511.0,421809.0,44.8,65710.0,29241.3,41.68,251436.0,0.0,Low,0,1,Vermont2012
Virginia,35.5,2012,705400.0,964000.0,2242600.0,2359905.0,4856886.0,57.6,76409.0,445973.6,26.59,3305910.0,5.0,Low,0,1,Virginia2012
Washington,31.7,2012,616800.0,849400.0,1862500.0,2011343.0,3909210.0,45.4,73519.0,400530.6,20.49,2542746.0,22.0,Low,0,1,Washington2012
West Virginia,18.6,2012,157100.0,190000.0,486400.0,731013.0,918927.0,54.2,51489.0,70322.2,23.91,537130.0,0.0,Low,0,1,West Virginia2012
Wisconsin,27.1,2012,490900.0,642800.0,1538600.0,1738007.0,3499405.0,44.8,62751.0,277107.1,30.25,2221496.0,0.0,Low,0,1,Wisconsin2012
Wyoming,24.7,2012,51700.0,72000.0,145000.0,551037.0,396704.0,41.5,67992.0,38855.4,21.19,212788.0,0.0,Low,0,1,Wyoming2012
Alabama,23.5,2013,441800.0,533800.0,1246600.0,1931830.0,2523338.0,64.9,55126.0,194786.9,26.47,2074969.0,0.0,Low,0,1,Alabama2013
Alaska,28.0,2013,75300.0,96000.0,186900.0,597944.0,461110.0,9.8,84427.0,57247.7,48.37,201042.0,0.0,Low,0,1,Alaska2013
Arizona,27.4,2013,615800.0,771600.0,1631200.0,1464044.0,3371219.0,61.6,61290.0,278591.6,29.71,2257249.0,6.0,Low,0,1,Arizona2013
Arkansas,20.6,2013,255500.0,337700.0,742800.0,1106095.0,1569249.0,63.4,45872.0,113227.3,23.29,865210.0,0.0,Low,0,1,Arkansas2013
California,31.0,2013,3840800.0,4845800.0,10248700.0,7532398.0,21319995.0,59.1,70823.0,2220389.9,42.01,13822505.0,754.0,Low,0,1,California2013
Colorado,37.8,2013,484600.0,665600.0,1412000.0,1478113.0,3356175.0,47.8,79115.0,292140.5,29.01,1819608.0,32.0,Low,0,1,Colorado2013
Connecticut,37.2,2013,286200.0,384800.0,994300.0,747012.0,2246561.0,52.2,80721.0,241517.4,45.88,1474581.0,0.0,Low,0,1,Connecticut2013
Delaware,29.8,2013,78400.0,104800.0,243500.0,280901.0,544797.0,58.3,63014.0,61716.2,32.11,448155.0,0.0,Low,0,1,Delaware2013
District of Columbia,55.1,2013,68800.0,126600.0,162500.0,174800.0,848226.0,58.8,69964.0,114540.1,34.74,218642.0,0.0,Low,0,1,District of Columbia2013
Florida,27.2,2013,1704900.0,2089500.0,5056300.0,4130115.0,10539255.0,72.3,56538.0,811751.7,29.95,7425492.0,0.0,Low,0,1,Florida2013
Georgia,28.3,2013,913100.0,1156600.0,2720800.0,2907929.0,5496783.0,65.7,54744.0,464752.8,28.41,3435040.0,0.0,Low,0,1,Georgia2013
Hawaii,31.2,2013,119600.0,160800.0,344100.0,301914.0,868122.0,76.9,74831.0,74554.9,97.51,568238.0,0.0,Low,0,1,Hawaii2013
Idaho,26.2,2013,147100.0,182600.0,394600.0,530443.0,902866.0,44.6,56462.0,61835.8,22.19,598877.0,0.0,Low,0,1,Idaho2013
Illinois,32.1,2013,1185300.0,1565700.0,3450400.0,4007352.0,7503158.0,55.6,62835.0,741121.5,24.35,4796992.0,0.0,Low,0,1,Illinois2013
Indiana,23.8,2013,585600.0,734100.0,1709500.0,2870800.0,3684125.0,54.9,57613.0,312138.5,25.65,2264905.0,0.0,Low,0,1,Indiana2013
Iowa,26.4,2013,272500.0,344600.0,770700.0,1522015.0,2019480.0,51.7,70080.0,162200.3,23.65,1366389.0,0.0,Low,0,1,Iowa2013
Kansas,31.1,2013,262500.0,336000.0,710600.0,1096241.0,1869054.0,57.9,55709.0,144483.2,28.68,1031234.0,0.0,Low,0,1,Kansas2013
Kentucky,22.6,2013,391900.0,484700.0,1160700.0,1841392.0,2407562.0,58.2,52282.0,184524.4,22.58,1714904.0,0.0,Low,0,1,Kentucky2013
Louisiana,22.5,2013,449500.0,562800.0,1156700.0,3919352.0,2641657.0,68.5,54083.0,230832.5,24.3,1506504.0,0.0,Low,0,1,Louisiana2013
Maine,28.2,2013,103600.0,129000.0,361100.0,414233.0,803641.0,43.7,64023.0,54470.1,34.75,487896.0,0.0,Low,0,1,Maine2013
Maryland,37.4,2013,510000.0,711200.0,1639800.0,1414768.0,3493921.0,57.4,80794.0,340577.6,34.16,1918606.0,0.0,Low,0,1,Maryland2013
Massachusetts,40.3,2013,584200.0,786400.0,1827400.0,1442675.0,4353568.0,51.1,72844.0,454321.2,42.53,2510780.0,0.0,Low,0,1,Massachusetts2013
Michigan,26.9,2013,929000.0,1028900.0,2604100.0,2865514.0,5323762.0,48.2,65898.0,437274.4,32.89,3593751.0,0.0,Low,0,1,Michigan2013
Minnesota,33.5,2013,462000.0,661400.0,1432400.0,1885718.0,3556487.0,44.6,74935.0,311126.4,27.69,2212406.0,2.0,Low,0,1,Minnesota2013
Mississippi,20.4,2013,278200.0,325300.0,750600.0,1090777.0,1532583.0,65.5,37673.0,102371.0,26.9,871806.0,0.0,Low,0,1,Mississippi2013
Missouri,27.0,2013,546000.0,694700.0,1542600.0,1851509.0,3565922.0,58.3,53941.0,280571.0,26.49,2484904.0,0.0,Low,0,1,Missouri2013
Montana,29.0,2013,90800.0,109700.0,246900.0,406573.0,641917.0,44.2,50328.0,43687.9,25.74,444707.0,29.0,Low,0,1,Montana2013
Nebraska,29.4,2013,169100.0,221900.0,460100.0,871930.0,1266477.0,52.3,67129.0,107260.7,25.61,733008.0,0.0,Low,0,1,Nebraska2013
Nevada,22.5,2013,250400.0,346900.0,750700.0,705255.0,1561388.0,51.6,60399.0,132086.4,26.47,977852.0,0.0,Low,0,1,Nevada2013
New Hampshire,34.6,2013,104900.0,133000.0,375700.0,306192.0,835032.0,46.4,80498.0,70476.2,41.91,625391.0,0.0,Low,0,1,New Hampshire2013
New Jersey,36.6,2013,734700.0,997000.0,2515200.0,2219226.0,5132846.0,55.7,74271.0,534177.8,40.21,3644546.0,1.0,Low,0,1,New Jersey2013
New Mexico,26.4,2013,196600.0,234300.0,509100.0,672726.0,1075465.0,55.4,46792.0,88756.9,27.25,716439.0,0.0,Low,0,1,New Mexico2013
New York,34.1,2013,1843800.0,2443300.0,5292700.0,3723107.0,11619137.0,48.7,58209.0,1365529.0,45.25,5203357.0,23.0,Low,0,1,New York2013
North Carolina,28.4,2013,869700.0,1082800.0,2633000.0,2558302.0,5437125.0,60.7,53981.0,462268.9,27.08,3495804.0,0.0,Low,0,1,North Carolina2013
North Dakota,27.1,2013,86200.0,84500.0,170800.0,591489.0,587398.0,43.4,68910.0,54271.0,24.07,255183.0,0.0,Low,0,1,North Dakota2013
Ohio,26.1,2013,1004700.0,1271300.0,3023400.0,3685457.0,6680769.0,53.9,59120.0,566532.4,27.08,4862768.0,0.0,Low,0,1,Ohio2013
Oklahoma,23.8,2013,358600.0,454200.0,951400.0,1615766.0,2248291.0,62.9,53777.0,182694.7,23.23,1376118.0,0.0,Low,0,1,Oklahoma2013
Oregon,30.7,2013,351200.0,466000.0,1023800.0,997269.0,2259714.0,47.6,57082.0,179527.7,24.72,1520784.0,73.0,Low,0,1,Oregon2013
Pennsylvania,28.7,2013,1095600.0,1381600.0,3338100.0,3856209.0,7350854.0,51.7,64255.0,668569.1,28.82,4809900.0,0.0,Low,0,1,Pennsylvania2013
Rhode Island,32.4,2013,100100.0,116500.0,279300.0,196882.0,602429.0,52.6,65614.0,53034.1,40.2,459393.0,0.0,Low,0,1,Rhode Island2013
South Carolina,26.1,2013,435700.0,516300.0,1225900.0,1603130.0,2500792.0,64.7,50749.0,185009.1,27.09,1750642.0,0.0,Low,0,1,South Carolina2013
South Dakota,26.6,2013,74200.0,97100.0,206200.0,390488.0,581384.0,48.8,62224.0,45361.0,25.96,331920.0,0.0,Low,0,1,South Dakota2013
Tennessee,24.8,2013,579300.0,732400.0,1720800.0,2137403.0,3688630.0,60.2,50514.0,295862.7,26.81,2284326.0,0.0,Low,0,1,Tennessee2013
Texas,27.5,2013,2550900.0,3294900.0,6904600.0,12631931.0,15529989.0,67.6,59886.0,1515195.6,25.67,7954906.0,0.0,Low,0,1,Texas2013
Utah,31.3,2013,312000.0,391200.0,674500.0,822394.0,1753371.0,50.0,71118.0,135450.4,23.97,876036.0,0.0,Low,0,1,Utah2013
Vermont,35.7,2013,47400.0,63800.0,167900.0,137377.0,425029.0,45.6,76320.0,29289.6,42.83,258801.0,0.0,Low,0,1,Vermont2013
Virginia,36.1,2013,717100.0,973000.0,2229600.0,2428477.0,4898765.0,57.5,76779.0,457640.5,26.25,3296365.0,26.0,Low,0,1,Virginia2013
Washington,32.7,2013,621700.0,871200.0,1845600.0,2035649.0,3991724.0,46.9,74467.0,419092.4,20.94,2800255.0,839.0,Medium,1,2,Washington2013
West Virginia,18.9,2013,155800.0,189900.0,480000.0,751321.0,913619.0,54.2,50174.0,71481.5,23.2,541900.0,0.0,Low,0,1,West Virginia2013
Wisconsin,27.7,2013,497400.0,645700.0,1518000.0,1833111.0,3539937.0,47.1,60259.0,284270.9,30.82,2256529.0,0.0,Low,0,1,Wisconsin2013
Wyoming,26.6,2013,55100.0,74100.0,140900.0,539997.0,400402.0,44.4,78566.0,39289.8,22.24,228731.0,0.0,Low,0,1,Wyoming2013
Alabama,23.5,2014,443900.0,534100.0,1239200.0,1967782.0,2551872.0,61.5,48432.0,197406.9,27.2,2524144.0,0.0,Low,0,1,Alabama2014
Alaska,28.0,2014,77000.0,92400.0,184700.0,596523.0,461327.0,18.4,77473.0,56484.9,51.27,195389.0,0.0,Low,0,1,Alaska2014
Arizona,27.6,2014,629800.0,763700.0,1646800.0,1473676.0,3448173.0,61.1,56424.0,287666.6,29.83,2320664.0,10.0,Low,0,1,Arizona2014
Arkansas,21.4,2014,255600.0,330800.0,742500.0,1121935.0,1587414.0,59.1,51461.0,116139.4,23.19,989290.0,0.0,Low,0,1,Arkansas2014
California,31.7,2014,3847100.0,4986800.0,10292400.0,7445975.0,21997098.0,60.0,69292.0,2335286.5,44.49,14065988.0,5857.0,High,2,3,California2014
Colorado,38.3,2014,489100.0,695500.0,1411500.0,1494023.0,3467519.0,45.4,69811.0,309542.6,29.52,1806484.0,148.0,Low,0,1,Colorado2014
Connecticut,38.0,2014,290500.0,382300.0,986300.0,751740.0,2266029.0,49.3,80374.0,246597.0,49.96,1430899.0,0.0,Low,0,1,Connecticut2014
Delaware,30.6,2014,83900.0,101600.0,235800.0,281002.0,556517.0,55.2,65895.0,68354.7,33.16,441745.0,0.0,Low,0,1,Delaware2014
District of Columbia,55.0,2014,64600.0,133100.0,168700.0,179278.0,860669.0,58.5,78216.0,119414.6,35.5,216156.0,0.0,Low,0,1,District of Columbia2014
Florida,27.3,2014,1714600.0,2146800.0,5075100.0,4173314.0,10937166.0,70.9,52856.0,851692.4,31.55,7543890.0,0.0,Low,0,1,Florida2014
Georgia,29.1,2014,923700.0,1180500.0,2723600.0,2977977.0,5670735.0,62.4,56768.0,490079.3,29.38,3567887.0,0.0,Low,0,1,Georgia2014
Hawaii,31.0,2014,116600.0,170100.0,344600.0,295244.0,882732.0,77.7,81591.0,76773.3,98.0,591971.0,0.0,Low,0,1,Hawaii2014
Idaho,25.0,2014,149600.0,182500.0,393200.0,525029.0,925519.0,44.3,61217.0,64575.2,23.23,608670.0,0.0,Low,0,1,Idaho2014
Illinois,32.8,2014,1170100.0,1557900.0,3418400.0,4085398.0,7613484.0,50.3,62910.0,771356.1,27.6,4795379.0,0.0,Low,0,1,Illinois2014
Indiana,24.7,2014,593700.0,738200.0,1696100.0,2910530.0,3740428.0,50.3,55056.0,327958.3,26.63,2395758.0,0.0,Low,0,1,Indiana2014
Iowa,27.7,2014,271000.0,349100.0,766600.0,1540439.0,2038926.0,46.0,66225.0,173095.9,23.89,1349292.0,0.0,Low,0,1,Iowa2014
Kansas,31.5,2014,268100.0,335200.0,704100.0,1133375.0,1895859.0,53.5,61224.0,150183.6,29.97,978611.0,0.0,Low,0,1,Kansas2014
Kentucky,22.2,2014,387100.0,484100.0,1155200.0,1779652.0,2440072.0,54.2,49014.0,187983.8,23.96,1749979.0,0.0,Low,0,1,Kentucky2014
Louisiana,22.9,2014,441200.0,570000.0,1153600.0,3940900.0,2684755.0,65.5,48579.0,240737.3,24.4,1459340.0,0.0,Low,0,1,Louisiana2014
Maine,29.4,2014,102300.0,131500.0,354400.0,415034.0,810868.0,41.8,59237.0,56410.8,37.08,471716.0,0.0,Low,0,1,Maine2014
Maryland,38.2,2014,515800.0,719900.0,1628900.0,1426361.0,3537654.0,54.0,87252.0,352761.3,35.47,1989816.0,0.0,Low,0,1,Maryland2014
Massachusetts,41.2,2014,597300.0,802700.0,1813900.0,1452646.0,4447626.0,48.4,72344.0,470468.5,45.0,2438254.0,0.0,Low,0,1,Massachusetts2014
Michigan,27.4,2014,929600.0,1050300.0,2569200.0,2909764.0,5412041.0,43.2,59575.0,451773.2,32.38,3445806.0,0.0,Low,0,1,Michigan2014
Minnesota,34.3,2014,462200.0,678600.0,1416600.0,1939400.0,3603717.0,38.6,77032.0,324751.4,28.04,2162403.0,2.0,Low,0,1,Minnesota2014
Mississippi,21.1,2014,269800.0,323400.0,749000.0,1102445.0,1556753.0,62.2,40692.0,104300.3,28.35,857667.0,0.0,Low,0,1,Mississippi2014
