State,Percentage_pop_with_bachelors,Year,Adults 19-25,Adults 26-34,Adults 35-54,EnergyC_addunit,num_jobs_tot,Av_temperature,Median_income,GDP,Elec_price,Tot_vehicle,Number of registrations,Label,Label_py,Label_R,Key
Missouri,27.5,2014,534800.0,703000.0,1530000.0,1911681.0,3596751.0,52.9,64873.0,287507.5,26.71,2231294.0,0.0,Low,0,1,Missouri2014
Montana,29.3,2014,95200.0,110000.0,243000.0,405273.0,648873.0,42.6,58541.0,45177.2,25.76,436580.0,47.0,Low,0,1,Montana2014
Nebraska,29.5,2014,161900.0,223200.0,459800.0,878327.0,1282745.0,48.4,65148.0,111945.9,25.91,751543.0,0.0,Low,0,1,Nebraska2014
Nevada,23.1,2014,259200.0,351300.0,759100.0,708332.0,1608494.0,51.4,57135.0,136008.7,28.5,990113.0,0.0,Low,0,1,Nevada2014
New Hampshire,35.0,2014,109400.0,132000.0,368000.0,314337.0,844499.0,43.9,84081.0,72995.2,44.61,559174.0,0.0,Low,0,1,New Hampshire2014
New Jersey,37.4,2014,746900.0,1002000.0,2498000.0,2232255.0,5206784.0,52.6,74740.0,542842.8,40.98,3476346.0,32.0,Low,0,1,New Jersey2014
New Mexico,26.4,2014,206800.0,233900.0,496900.0,681854.0,1083772.0,54.0,53482.0,92185.7,28.45,724099.0,0.0,Low,0,1,New Mexico2014
New York,34.5,2014,1828500.0,2487400.0,5265900.0,3840907.0,11865518.0,45.1,62216.0,1430923.3,47.63,5159696.0,123.0,Low,0,1,New York2014
North Carolina,28.7,2014,872400.0,1097900.0,2640000.0,2603078.0,5568662.0,57.8,53594.0,483191.3,27.35,3474767.0,0.0,Low,0,1,North Carolina2014
North Dakota,27.4,2014,83300.0,94700.0,168300.0,640539.0,606989.0,38.6,69570.0,59926.3,24.69,250998.0,0.0,Low,0,1,North Dakota2014
Ohio,26.6,2014,997400.0,1284600.0,2983500.0,3793308.0,6771468.0,50.0,56870.0,595640.9,28.62,4806759.0,0.0,Low,0,1,Ohio2014
Oklahoma,24.2,2014,361900.0,456000.0,947200.0,1683025.0,2272885.0,58.5,54069.0,196631.6,24.15,1391802.0,0.0,Low,0,1,Oklahoma2014
Oregon,30.8,2014,340100.0,487200.0,1018900.0,993638.0,2323122.0,48.2,67445.0,188120.7,25.45,1403517.0,165.0,Low,0,1,Oregon2014
Pennsylvania,29.0,2014,1072200.0,1432100.0,3272400.0,3983725.0,7434313.0,48.2,63204.0,694142.6,30.2,4711119.0,0.0,Low,0,1,Pennsylvania2014
Rhode Island,30.4,2014,96200.0,120400.0,275700.0,203822.0,613133.0,50.3,67168.0,54559.7,45.17,455520.0,0.0,Low,0,1,Rhode Island2014
South Carolina,26.3,2014,423600.0,532700.0,1227900.0,1644829.0,2564448.0,61.4,51469.0,194352.7,28.33,1754081.0,0.0,Low,0,1,South Carolina2014
South Dakota,27.8,2014,77700.0,96500.0,200900.0,393913.0,589296.0,44.0,60776.0,46785.4,26.53,324159.0,0.0,Low,0,1,South Dakota2014
Tennessee,25.3,2014,593800.0,731500.0,1709900.0,2205042.0,3772332.0,56.2,50079.0,306153.1,27.59,2273512.0,0.0,Low,0,1,Tennessee2014
Texas,27.8,2014,2584900.0,3377300.0,7000600.0,12627593.0,16000512.0,64.8,61717.0,1579299.5,26.49,8140320.0,0.0,Low,0,1,Texas2014
Utah,31.1,2014,311100.0,391100.0,685900.0,795029.0,1803953.0,48.6,72609.0,142150.1,24.57,895718.0,0.0,Low,0,1,Utah2014
Vermont,34.9,2014,51100.0,64000.0,162600.0,140379.0,428938.0,42.9,69545.0,30099.4,42.7,244026.0,0.0,Low,0,1,Vermont2014
Virginia,36.7,2014,733100.0,975000.0,2212600.0,2484858.0,4953354.0,54.4,75785.0,465181.8,26.89,3309479.0,7.0,Low,0,1,Virginia2014
Washington,33.1,2014,630600.0,881700.0,1845500.0,2008907.0,4094309.0,47.6,67666.0,440648.0,21.04,2748938.0,1694.0,Medium,1,2,Washington2014
West Virginia,19.2,2014,156300.0,189900.0,470100.0,781076.0,911516.0,50.9,45309.0,72648.2,22.44,576821.0,0.0,Low,0,1,West Virginia2014
Wisconsin,28.4,2014,514100.0,644000.0,1493500.0,1889496.0,3585838.0,40.9,66534.0,295696.0,30.99,2194649.0,0.0,Low,0,1,Wisconsin2014
Wyoming,26.6,2014,52600.0,73400.0,143900.0,536312.0,406343.0,42.0,63796.0,40310.6,22.87,216593.0,0.0,Low,0,1,Wyoming2014
Alabama,24.2,2015,424900.0,544800.0,1232300.0,1917138.0,2587451.0,62.6,50900.0,202372.4,27.39,2278262.0,0.0,Low,0,1,Alabama2015
Alaska,29.7,2015,78800.0,96300.0,177800.0,614242.0,461649.0,7.1,85898.0,51490.9,51.65,193348.0,0.0,Low,0,1,Alaska2015
Arizona,27.7,2015,631300.0,779700.0,1661800.0,1495858.0,3547627.0,62.1,59751.0,299393.3,30.31,2332734.0,12.0,Low,0,1,Arizona2015
Arkansas,21.8,2015,259900.0,334700.0,738300.0,1062359.0,1610805.0,58.9,48944.0,117786.8,24.03,947789.0,0.0,Low,0,1,Arkansas2015
California,32.3,2015,3816900.0,5070900.0,10311100.0,7525491.0,22687196.0,61.3,72774.0,2473555.9,45.3,14463569.0,18356.0,High,2,3,California2015
Colorado,39.2,2015,496000.0,723500.0,1421700.0,1501006.0,3574243.0,46.3,76159.0,320721.1,29.18,1822170.0,214.0,Low,0,1,Colorado2015
Connecticut,38.3,2015,304000.0,376100.0,966000.0,756746.0,2288113.0,48.7,83355.0,259487.8,52.09,1385867.0,0.0,Low,0,1,Connecticut2015
Delaware,30.9,2015,82200.0,105700.0,236900.0,284672.0,568952.0,54.9,66049.0,71913.9,32.96,438031.0,0.0,Low,0,1,Delaware2015
District of Columbia,56.7,2015,66300.0,134800.0,171400.0,178222.0,873232.0,58.5,80133.0,124604.7,35.36,200566.0,0.0,Low,0,1,District of Columbia2015
Florida,28.4,2015,1710900.0,2213200.0,5121000.0,4324701.0,11367160.0,71.0,55836.0,908519.9,30.75,7735060.0,267.0,Low,0,1,Florida2015
Georgia,29.9,2015,914700.0,1184900.0,2741400.0,2978591.0,5832585.0,63.4,58058.0,521008.2,28.19,3523619.0,40.0,Low,0,1,Georgia2015
Hawaii,31.4,2015,120800.0,170400.0,342900.0,298992.0,901121.0,77.9,73778.0,81230.3,76.75,522807.0,0.0,Low,0,1,Hawaii2015
Idaho,26.0,2015,147900.0,186300.0,397600.0,540252.0,949506.0,45.2,59037.0,65899.9,23.7,626440.0,0.0,Low,0,1,Idaho2015
Illinois,32.9,2015,1175400.0,1549800.0,3387900.0,3920125.0,7748868.0,50.0,69088.0,799930.5,27.74,4775414.0,12.0,Low,0,1,Illinois2015
Indiana,24.9,2015,607400.0,730400.0,1679100.0,2826490.0,3796419.0,49.9,59447.0,331945.7,26.45,2335800.0,0.0,Low,0,1,Indiana2015
Iowa,26.8,2015,278600.0,348900.0,760100.0,1507520.0,2059837.0,46.1,69593.0,180299.3,24.47,1326200.0,0.0,Low,0,1,Iowa2015
Kansas,31.7,2015,261900.0,334300.0,706000.0,1101677.0,1910954.0,53.9,62743.0,154958.2,29.94,992017.0,0.0,Low,0,1,Kansas2015
Kentucky,23.3,2015,385700.0,481200.0,1142800.0,1730308.0,2473915.0,54.8,48474.0,193413.1,23.95,1713959.0,0.0,Low,0,1,Kentucky2015
Louisiana,23.2,2015,434100.0,572700.0,1146300.0,3911919.0,2696590.0,65.4,52516.0,235113.5,23.19,1438568.0,0.0,Low,0,1,Louisiana2015
Maine,30.1,2015,103000.0,129600.0,347800.0,424754.0,816552.0,41.0,58044.0,58131.3,37.46,419560.0,0.0,Low,0,1,Maine2015
Maryland,38.8,2015,530000.0,709200.0,1618000.0,1424201.0,3602936.0,53.8,84162.0,369728.1,35.38,1993936.0,8.0,Low,0,1,Maryland2015
Massachusetts,41.5,2015,595200.0,818300.0,1802900.0,1468270.0,4631417.0,47.6,77605.0,498851.3,49.54,2374223.0,1.0,Low,0,1,Massachusetts2015
Michigan,27.8,2015,919100.0,1074100.0,2526500.0,2826679.0,5501549.0,42.2,61986.0,474983.3,31.57,3376682.0,0.0,Low,0,1,Michigan2015
Minnesota,34.7,2015,458100.0,671100.0,1421000.0,1813635.0,3662852.0,39.6,78599.0,335530.2,28.08,2079843.0,10.0,Low,0,1,Minnesota2015
Mississippi,20.8,2015,272600.0,315100.0,742700.0,1085042.0,1568218.0,62.8,45786.0,105914.6,28.12,847173.0,0.0,Low,0,1,Mississippi2015
Missouri,27.8,2015,547100.0,685100.0,1514600.0,1831407.0,3655804.0,53.3,67696.0,296929.3,27.67,2273098.0,0.0,Low,0,1,Missouri2015
Montana,30.6,2015,92600.0,114600.0,244200.0,403641.0,660524.0,41.9,58775.0,46604.1,26.76,435930.0,51.0,Low,0,1,Montana2015
Nebraska,30.2,2015,172100.0,218400.0,457900.0,857967.0,1302833.0,48.2,69158.0,116514.6,26.1,732856.0,0.0,Low,0,1,Nebraska2015
Nevada,23.6,2015,254900.0,359100.0,769200.0,697627.0,1664658.0,53.1,59476.0,145115.9,27.77,1017534.0,9.0,Low,0,1,Nevada2015
New Hampshire,35.7,2015,106600.0,135100.0,359400.0,316649.0,860657.0,42.9,86541.0,76478.0,46.95,535188.0,0.0,Low,0,1,New Hampshire2015
New Jersey,37.6,2015,753700.0,1003000.0,2470200.0,2183497.0,5303122.0,52.1,78173.0,563233.8,40.35,2918603.0,98.0,Low,0,1,New Jersey2015
New Mexico,26.5,2015,189400.0,236500.0,494500.0,681082.0,1092255.0,54.7,51598.0,90274.3,28.35,667947.0,0.0,Low,0,1,New Mexico2015
New York,35.0,2015,1822200.0,2503400.0,5223900.0,3838544.0,12099185.0,44.4,66334.0,1487627.6,44.77,4868521.0,765.0,Low,0,1,New York2015
North Carolina,29.4,2015,871200.0,1119400.0,2634300.0,2595919.0,5695035.0,58.7,58091.0,508928.7,27.47,3439151.0,0.0,Low,0,1,North Carolina2015
North Dakota,29.1,2015,78300.0,99100.0,174300.0,608353.0,597642.0,39.6,65659.0,55996.9,25.68,247404.0,0.0,Low,0,1,North Dakota2015
Ohio,26.8,2015,995900.0,1295600.0,2946300.0,3708157.0,6862127.0,49.6,60955.0,611019.5,29.34,4738800.0,0.0,Low,0,1,Ohio2015
Oklahoma,24.6,2015,343000.0,466300.0,942300.0,1625556.0,2287598.0,59.0,53837.0,186815.6,23.35,1156606.0,0.0,Low,0,1,Oklahoma2015
Oregon,32.2,2015,350800.0,488300.0,1032500.0,971766.0,2391112.0,49.7,69569.0,200659.6,25.63,1432905.0,312.0,Low,0,1,Oregon2015
Pennsylvania,29.7,2015,1065700.0,1427900.0,3236200.0,3897610.0,7510351.0,47.7,69061.0,714202.9,30.33,4680498.0,0.0,Low,0,1,Pennsylvania2015
Rhode Island,32.7,2015,97300.0,122000.0,271300.0,202693.0,627028.0,49.7,63699.0,56390.8,49.86,447356.0,0.0,Low,0,1,Rhode Island2015
South Carolina,26.8,2015,444800.0,530600.0,1228900.0,1663373.0,2636738.0,62.6,53017.0,205816.7,28.08,1784004.0,0.0,Low,0,1,South Carolina2015
South Dakota,27.5,2015,73500.0,98500.0,199400.0,389999.0,592591.0,44.0,62972.0,48070.2,27.76,328797.0,0.0,Low,0,1,South Dakota2015
Tennessee,25.7,2015,581200.0,746800.0,1711000.0,2179722.0,3859507.0,57.1,54126.0,325294.0,27.31,2318324.0,0.0,Low,0,1,Tennessee2015
Texas,28.4,2015,2601500.0,3445000.0,7092600.0,12757827.0,16414591.0,64.8,64582.0,1573498.4,25.82,8451039.0,132.0,Low,0,1,Texas2015
Utah,31.8,2015,324800.0,385800.0,703900.0,798313.0,1865926.0,50.6,75772.0,149153.4,25.13,919013.0,8.0,Low,0,1,Utah2015
Vermont,36.9,2015,49800.0,67900.0,160100.0,140546.0,432508.0,41.8,68037.0,30933.3,42.22,252859.0,2.0,Low,0,1,Vermont2015
Virginia,37.0,2015,720800.0,976000.0,2209100.0,2440821.0,5060290.0,54.8,70315.0,483786.5,27.28,3270479.0,105.0,Low,0,1,Virginia2015
Washington,34.2,2015,634300.0,912500.0,1857300.0,1995985.0,4199112.0,48.5,76899.0,466689.7,21.85,2841248.0,4646.0,High,2,3,Washington2015
West Virginia,19.6,2015,154300.0,185400.0,469500.0,768657.0,904242.0,51.2,48973.0,71318.5,23.79,566215.0,0.0,Low,0,1,West Virginia2015
Wisconsin,28.4,2015,496800.0,642500.0,1486500.0,1814408.0,3624584.0,41.0,63384.0,307507.9,31.47,2189332.0,0.0,Low,0,1,Wisconsin2015
Wyoming,26.2,2015,52200.0,70100.0,139000.0,507121.0,406033.0,42.3,69673.0,38426.9,23.48,206884.0,0.0,Low,0,1,Wyoming2015
Alabama,24.7,2016,427300.0,541700.0,1220600.0,1922727.0,2619737.0,64.6,53314.0,207368.4,28.07,2284443.0,0.0,Low,0,1,Alabama2016
Alaska,29.6,2016,72600.0,101200.0,179500.0,593662.0,457120.0,17.2,85494.0,50727.7,52.62,183259.0,0.0,Low,0,1,Alaska2016
Arizona,28.9,2016,636200.0,796100.0,1664400.0,1524720.0,3644774.0,61.5,64468.0,313081.4,30.28,2377962.0,234.0,Low,0,1,Arizona2016
Arkansas,22.4,2016,262600.0,328000.0,727600.0,1053706.0,1629698.0,61.5,51830.0,119152.4,23.85,942604.0,0.0,Low,0,1,Arkansas2016
California,32.9,2016,3747200.0,5122900.0,10263600.0,7647955.0,23177898.0,60.4,75235.0,2569634.0,44.74,14768392.0,52427.0,High,2,3,California2016
Colorado,39.9,2016,502300.0,726700.0,1446200.0,1470307.0,3666733.0,47.1,79671.0,329911.7,28.85,1807777.0,883.0,Medium,1,2,Colorado2016
Connecticut,38.6,2016,305100.0,380800.0,942200.0,724686.0,2301306.0,50.4,85720.0,263670.3,50.54,1352381.0,0.0,Low,0,1,Connecticut2016
Delaware,31.0,2016,74500.0,112000.0,233900.0,280937.0,578668.0,56.6,65536.0,69355.0,32.74,447007.0,34.0,Low,0,1,Delaware2016
District of Columbia,56.8,2016,65800.0,135800.0,173900.0,174553.0,892766.0,60.1,80141.0,129648.6,34.38,206833.0,0.0,Low,0,1,District of Columbia2016
Florida,28.6,2016,1706000.0,2277100.0,5140000.0,4362567.0,11682235.0,73.2,57779.0,953352.5,29.03,7855250.0,1876.0,Medium,1,2,Florida2016
Georgia,30.5,2016,907900.0,1209700.0,2730400.0,2951822.0,5973742.0,65.3,60434.0,547546.7,28.1,3538180.0,125.0,Low,0,1,Georgia2016
Hawaii,31.9,2016,111500.0,168000.0,346000.0,300390.0,914893.0,78.2,81440.0,83914.4,70.01,516544.0,12.0,Low,0,1,Hawaii2016
Idaho,27.6,2016,146000.0,195400.0,398600.0,540164.0,976741.0,46.1,63863.0,68837.4,23.7,607902.0,4.0,Low,0,1,Idaho2016
Illinois,34.0,2016,1125300.0,1560100.0,3333500.0,3925630.0,7804669.0,53.0,69307.0,807043.2,27.69,4524709.0,123.0,Low,0,1,Illinois2016
Indiana,25.6,2016,602900.0,738100.0,1655500.0,2777075.0,3847508.0,52.5,63332.0,340500.7,27.11,2330172.0,12.0,Low,0,1,Indiana2016
Iowa,28.4,2016,276700.0,350500.0,761100.0,1534622.0,2066677.0,49.1,66719.0,181011.4,25.07,1303131.0,0.0,Low,0,1,Iowa2016
Kansas,32.8,2016,271200.0,327000.0,697200.0,1092806.0,1916152.0,56.3,64140.0,160451.0,31.03,980359.0,3.0,Low,0,1,Kansas2016
Kentucky,23.4,2016,385100.0,485100.0,1129300.0,1704124.0,2498658.0,56.5,51223.0,196484.9,24.77,1713590.0,0.0,Low,0,1,Kentucky2016
Louisiana,23.4,2016,420200.0,569000.0,1143100.0,4030644.0,2691382.0,68.2,47641.0,227090.7,22.68,1425349.0,0.0,Low,0,1,Louisiana2016
Maine,30.1,2016,93200.0,137700.0,340300.0,392025.0,826727.0,41.9,57418.0,60254.4,37.51,409229.0,1.0,Low,0,1,Maine2016
Maryland,39.3,2016,496500.0,726500.0,1602300.0,1386648.0,3659061.0,55.6,83277.0,387733.4,35.79,1976021.0,19.0,Low,0,1,Maryland2016
Massachusetts,42.7,2016,583400.0,836100.0,1775300.0,1426034.0,4709797.0,49.0,81591.0,514637.6,48.3,2305471.0,12.0,Low,0,1,Massachusetts2016
Michigan,28.3,2016,909600.0,1092800.0,2486200.0,2806190.0,5575782.0,45.6,64458.0,490264.0,32.44,3248359.0,11.0,Low,0,1,Michigan2016
Minnesota,34.8,2016,456800.0,669100.0,1408200.0,1838918.0,3698063.0,43.4,79278.0,344060.8,29.42,2081723.0,12.0,Low,0,1,Minnesota2016
Mississippi,21.8,2016,272400.0,314900.0,735600.0,1071689.0,1581185.0,65.3,46402.0,107291.4,25.59,840737.0,0.0,Low,0,1,Mississippi2016
Missouri,28.5,2016,514400.0,693200.0,1509500.0,1781656.0,3700557.0,55.8,62115.0,300914.5,28.56,2247914.0,2.0,Low,0,1,Missouri2016
Montana,31.0,2016,93300.0,110000.0,242200.0,406422.0,667769.0,44.8,64440.0,45490.9,26.69,441201.0,55.0,Low,0,1,Montana2016
Nebraska,31.4,2016,172800.0,219500.0,461800.0,870370.0,1310917.0,50.7,67035.0,118145.9,26.52,700277.0,11.0,Low,0,1,Nebraska2016
Nevada,23.5,2016,256700.0,366500.0,769600.0,727193.0,1724741.0,52.3,62583.0,151840.4,24.58,1047362.0,12.0,Low,0,1,Nevada2016
New Hampshire,36.6,2016,106400.0,139200.0,352900.0,307290.0,873126.0,44.3,86100.0,79090.1,45.88,529491.0,9.0,Low,0,1,New Hampshire2016
New Jersey,38.6,2016,743200.0,1007100.0,2429000.0,2140838.0,5391249.0,54.2,77303.0,575501.0,39.3,2847881.0,339.0,Low,0,1,New Jersey2016
New Mexico,27.2,2016,188800.0,239800.0,492300.0,673638.0,1092519.0,54.8,54703.0,89769.4,26.87,661197.0,8.0,Low,0,1,New Mexico2016
New York,35.7,2016,1785100.0,2520400.0,5142900.0,3768794.0,12259136.0,46.3,69364.0,1551354.1,42.41,4890916.0,1709.0,Medium,1,2,New York2016
North Carolina,30.4,2016,852900.0,1128500.0,2653200.0,2619589.0,5825370.0,60.4,60701.0,526029.8,26.96,3546363.0,76.0,Low,0,1,North Carolina2016
North Dakota,29.6,2016,77400.0,98100.0,174800.0,583657.0,576704.0,43.3,67950.0,51989.2,26.25,243338.0,0.0,Low,0,1,North Dakota2016
Ohio,27.5,2016,982400.0,1307500.0,2891500.0,3667777.0,6931334.0,51.8,60951.0,623265.3,28.95,4693947.0,22.0,Low,0,1,Ohio2016
Oklahoma,25.2,2016,349300.0,464500.0,935700.0,1624919.0,2286923.0,60.9,57516.0,181244.4,23.15,1379222.0,3.0,Low,0,1,Oklahoma2016
Oregon,32.7,2016,352400.0,509800.0,1034000.0,988158.0,2450316.0,49.9,66765.0,211305.9,25.88,1483576.0,356.0,Low,0,1,Oregon2016
Pennsylvania,30.8,2016,1043600.0,1465400.0,3173800.0,3762485.0,7593733.0,49.7,68847.0,726561.9,29.96,4640471.0,364.0,Low,0,1,Pennsylvania2016
Rhode Island,34.1,2016,97300.0,121500.0,266800.0,185173.0,633501.0,50.9,69467.0,57353.5,47.71,436247.0,1.0,Low,0,1,Rhode Island2016
South Carolina,27.2,2016,417000.0,555100.0,1231700.0,1658202.0,2700086.0,64.4,61347.0,215120.2,28.68,1840357.0,120.0,Low,0,1,South Carolina2016
South Dakota,28.9,2016,73500.0,102800.0,194500.0,388097.0,597324.0,47.3,64863.0,49151.4,28.82,364576.0,0.0,Low,0,1,South Dakota2016
Tennessee,26.1,2016,568700.0,764400.0,1710800.0,2207227.0,3951854.0,58.9,57969.0,336413.9,27.11,2347806.0,0.0,Low,0,1,Tennessee2016
Texas,28.9,2016,2623000.0,3540400.0,7108400.0,12986076.0,16683310.0,66.0,65649.0,1579014.9,25.01,8287254.0,1423.0,Medium,1,2,Texas2016
Utah,32.6,2016,323000.0,393900.0,714400.0,807711.0,1933142.0,50.3,76188.0,157827.3,25.65,940604.0,12.0,Low,0,1,Utah2016
Vermont,36.4,2016,50800.0,63700.0,156500.0,135276.0,433778.0,43.4,68687.0,31661.2,42.39,229570.0,2.0,Low,0,1,Vermont2016
Virginia,38.1,2016,708400.0,976000.0,2195400.0,2420341.0,5156641.0,56.5,75025.0,496021.1,26.65,3242520.0,105.0,Low,0,1,Virginia2016
Washington,35.1,2016,635600.0,926300.0,1882200.0,2056396.0,4313687.0,49.8,79382.0,487275.1,22.69,2935656.0,3641.0,High,2,3,Washington2016
West Virginia,20.8,2016,152100.0,184800.0,459000.0,762366.0,890217.0,53.0,50077.0,70924.4,26.32,584599.0,0.0,Low,0,1,West Virginia2016
Wisconsin,29.5,2016,504600.0,646600.0,1448700.0,1801012.0,3657864.0,44.9,67535.0,314073.3,31.3,2159924.0,0.0,Low,0,1,Wisconsin2016
Wyoming,27.1,2016,50400.0,68800.0,139400.0,504984.0,398130.0,43.9,65291.0,35879.0,24.12,211613.0,0.0,Low,0,1,Wyoming2016
Alabama,25.5,2017,430500.0,536200.0,1207200.0,1904206.0,2649157.0,66.1,56219.0,214606.3,28.85,2065463.0,13.0,Low,0,1,Alabama2017
Alaska,28.8,2017,63500.0,97900.0,183600.0,601492.0,455499.0,4.5,86196.0,53301.5,56.05,173487.0,0.0,Low,0,1,Alaska2017
Arizona,29.4,2017,637200.0,815200.0,1677000.0,1531479.0,3740756.0,62.2,65984.0,332001.8,31.18,2391624.0,1008.0,Medium,1,2,Arizona2017
Arkansas,23.4,2017,265200.0,329800.0,726600.0,1057701.0,1639902.0,63.3,54988.0,122466.7,24.23,926789.0,120.0,Low,0,1,Arkansas2017
California,33.6,2017,3697900.0,5240600.0,10277900.0,7766193.0,23548985.0,59.9,77410.0,2728743.1,47.17,14860967.0,108939.0,High,2,3,California2017
Colorado,41.2,2017,492600.0,757900.0,1451700.0,1477307.0,3760707.0,47.3,82877.0,349156.5,29.32,1785058.0,2085.0,High,2,3,Colorado2017
Connecticut,38.7,2017,297600.0,394900.0,927200.0,728349.0,2300236.0,52.0,82125.0,271443.2,51.44,1302339.0,121.0,Low,0,1,Connecticut2017
Delaware,31.5,2017,78500.0,110500.0,231500.0,280044.0,584712.0,57.8,71799.0,68302.5,32.21,419199.0,90.0,Low,0,1,Delaware2017
District of Columbia,57.3,2017,64200.0,141500.0,176600.0,166877.0,902812.0,60.4,89838.0,133243.5,34.57,208141.0,9.0,Low,0,1,District of Columbia2017
Florida,29.7,2017,1698300.0,2330300.0,5217900.0,4345055.0,12098446.0,73.0,58674.0,1003144.0,30.53,7778493.0,2354.0,High,2,3,Florida2017
Georgia,30.9,2017,908000.0,1216400.0,2754900.0,2925877.0,6128050.0,66.5,64089.0,573777.2,28.8,3536055.0,345.0,Low,0,1,Georgia2017
Hawaii,32.9,2017,100400.0,169700.0,341900.0,308376.0,921123.0,78.1,81346.0,87217.4,76.4,512386.0,230.0,Low,0,1,Hawaii2017
Idaho,26.8,2017,150200.0,190100.0,410500.0,557104.0,1007791.0,44.5,65760.0,71730.3,24.2,550006.0,12.0,Low,0,1,Idaho2017
Illinois,34.4,2017,1114500.0,1554000.0,3288200.0,3890442.0,7823093.0,55.2,72913.0,824913.4,28.02,4655844.0,965.0,Medium,1,2,Illinois2017
Indiana,26.8,2017,593900.0,753400.0,1651400.0,2674436.0,3903417.0,54.8,64953.0,352601.0,28.75,2261440.0,143.0,Low,0,1,Indiana2017
Iowa,28.9,2017,273500.0,348700.0,753800.0,1572298.0,2061851.0,51.1,70148.0,184561.3,25.6,1268996.0,0.0,Low,0,1,Iowa2017
Kansas,33.7,2017,263400.0,330000.0,687500.0,1075697.0,1913449.0,57.2,62889.0,165182.5,31.36,987259.0,25.0,Low,0,1,Kansas2017
Kentucky,24.0,2017,377400.0,492700.0,1119700.0,1662333.0,2519975.0,58.7,54901.0,201872.2,25.24,1691085.0,14.0,Low,0,1,Kentucky2017
Louisiana,23.8,2017,424700.0,551400.0,1139300.0,4208312.0,2692658.0,69.4,48151.0,241213.4,23.65,1389436.0,64.0,Low,0,1,Louisiana2017
Maine,32.1,2017,92500.0,143000.0,335100.0,384730.0,834228.0,43.4,58928.0,62253.6,38.16,387233.0,10.0,Low,0,1,Maine2017
Maryland,39.7,2017,500100.0,723100.0,1598700.0,1346703.0,3696747.0,57.0,90734.0,400157.0,35.12,2006904.0,356.0,Low,0,1,Maryland2017
Massachusetts,43.4,2017,568000.0,863800.0,1765200.0,1431083.0,4778252.0,50.6,84269.0,531008.0,50.18,2208468.0,65.0,Low,0,1,Massachusetts2017
Michigan,29.1,2017,896700.0,1111900.0,2462600.0,2798055.0,5631131.0,47.6,62342.0,502130.4,33.12,3257473.0,23.0,Low,0,1,Michigan2017
Minnesota,36.1,2017,463800.0,677000.0,1407900.0,1862210.0,3735645.0,44.7,77341.0,353664.9,30.28,2146187.0,90.0,Low,0,1,Minnesota2017
Mississippi,21.9,2017,273400.0,303900.0,731900.0,1068298.0,1592204.0,66.7,47837.0,109600.8,26.83,822864.0,0.0,Low,0,1,Mississippi2017
Missouri,29.1,2017,510800.0,720200.0,1479400.0,1742207.0,3735912.0,57.8,62481.0,308002.3,29.41,2141050.0,12.0,Low,0,1,Missouri2017
Montana,32.3,2017,95000.0,115500.0,246100.0,422863.0,674401.0,43.9,63450.0,48533.9,26.89,441392.0,172.0,Low,0,1,Montana2017
Nebraska,31.7,2017,167300.0,229600.0,453800.0,873303.0,1317728.0,51.6,65855.0,121726.6,26.6,677040.0,34.0,Low,0,1,Nebraska2017
Nevada,24.9,2017,257000.0,374200.0,788600.0,757955.0,1780628.0,51.8,64151.0,160653.1,25.68,1047508.0,265.0,Low,0,1,Nevada2017
New Hampshire,36.9,2017,104700.0,147400.0,345600.0,317785.0,882493.0,46.0,83591.0,80598.0,47.39,505381.0,14.0,Low,0,1,New Hampshire2017
New Jersey,39.7,2017,734100.0,1026100.0,2420300.0,2089145.0,5448782.0,55.4,78739.0,587421.0,39.14,2798699.0,600.0,Low,0,1,New Jersey2017
New Mexico,27.1,2017,191500.0,236800.0,481700.0,684366.0,1095406.0,55.8,50401.0,92273.6,28.27,609494.0,15.0,Low,0,1,New Mexico2017
New York,36.0,2017,1761000.0,2551200.0,5096700.0,3776092.0,12391366.0,48.0,68021.0,1604649.9,43.19,4563035.0,2890.0,High,2,3,New York2017
North Carolina,31.3,2017,847500.0,1158700.0,2658600.0,2575147.0,5919872.0,61.4,54762.0,548522.1,26.5,3317918.0,154.0,Low,0,1,North Carolina2017
North Dakota,30.7,2017,75100.0,98500.0,171900.0,633995.0,573064.0,44.1,66500.0,55394.7,25.78,276545.0,0.0,Low,0,1,North Dakota2017
Ohio,28.0,2017,987700.0,1331700.0,2860600.0,3616508.0,6987859.0,54.2,67076.0,645636.8,28.96,4605459.0,143.0,Low,0,1,Ohio2017
Oklahoma,25.5,2017,342600.0,463900.0,934700.0,1647508.0,2291797.0,62.5,57343.0,190553.0,24.26,1337624.0,15.0,Low,0,1,Oklahoma2017
Oregon,33.7,2017,343700.0,524300.0,1051600.0,1041344.0,2516089.0,48.2,69077.0,222601.6,25.82,1542461.0,429.0,Low,0,1,Oregon2017
Pennsylvania,31.4,2017,1028600.0,1466600.0,3152500.0,3766880.0,7662469.0,51.5,67736.0,746441.0,29.79,4463267.0,655.0,Low,0,1,Pennsylvania2017
Rhode Island,33.5,2017,94600.0,126200.0,263400.0,182325.0,638895.0,52.4,72285.0,58085.0,48.13,420313.0,23.0,Low,0,1,Rhode Island2017
South Carolina,28.0,2017,418700.0,554800.0,1246100.0,1647778.0,2759106.0,65.6,60278.0,223266.7,29.21,1808401.0,150.0,Low,0,1,South Carolina2017
