State,Percentage_pop_with_bachelors,Year,Adults 19-25,Adults 26-34,Adults 35-54,EnergyC_addunit,num_jobs_tot,Av_temperature,Median_income,GDP,Elec_price,Tot_vehicle,Number of registrations,Label,Label_py,Label_R,Key,norm_Av_temperature,norm_Percentage_pop_with_bachelors,norm_Adults 19-25,norm_Adults 26-34,norm_Adults 35-54,norm_EnergyC_addunit,norm_num_jobs_tot,norm_Median_income,norm_GDP,norm_Elec_price,norm_Tot_vehicle
Pennsylvania,27.1,2010,1080100.0,1316200.0,3498500.0,3755033.0,7119776.0,48.9,60166.0,604736.8,30.29,5682239.0,0.0,Low,0,1,Pennsylvania2010,0.6584845250800427,0.21505376344086022,0.27318098240084054,0.23980458388198697,0.3298365789216166,0.2572462181024998,0.28246433837487306,0.35360792328250273,0.19184489594373283,0.1650287631831256,0.2787169795283814
Rhode Island,30.2,2010,98900.0,107200.0,296000.0,195400.0,586363.0,50.2,64287.0,49468.3,41.25,478624.0,0.0,Low,0,1,Rhode Island2010,0.6723585912486659,0.28172043010752684,0.015445232466509062,0.009083796110761246,0.01644975046482043,0.004940179583870425,0.008442997853096938,0.4183933343813866,0.00777970645224038,0.2963806327900288,0.016077225434716347
South Carolina,24.5,2010,418300.0,491500.0,1243400.0,1665789.0,2357627.0,62.4,51927.0,165860.0,24.89,2030632.0,0.0,Low,0,1,South Carolina2010,0.8025613660618997,0.15913978494623654,0.09934331494615183,0.082422091181466,0.1091594089441237,0.10916104270975137,0.08273252090911119,0.2240842634805848,0.04636223061079961,0.10031160115052734,0.09441103750025173
South Dakota,26.3,2010,71100.0,88500.0,209800.0,377425.0,558135.0,43.4,56478.0,37852.5,22.93,406531.0,0.0,Low,0,1,South Dakota2010,0.5997865528281751,0.1978494623655914,0.008142894667717364,0.005515161924390756,0.00801448282610823,0.017842073307564276,0.00725907233051805,0.29562961798459364,0.003929200925463192,0.07682166826462129,0.012438507391226466
Tennessee,23.1,2010,543900.0,716400.0,1757800.0,2251487.0,3515804.0,57.4,48058.0,257776.0,25.3,2734382.0,0.0,Low,0,1,Tennessee2010,0.7491995731056563,0.12903225806451613,0.1323351720514841,0.12534111944428541,0.1594970153635385,0.15067519378888908,0.13130823686361906,0.16326049363307657,0.07683133872210075,0.10522531160115055,0.1299310994078711
Texas,25.9,2010,2424400.0,3101500.0,6775200.0,11605812.0,14262558.0,65.5,58861.0,1245959.4,27.69,8331127.0,0.0,Low,0,1,Texas2010,0.8356456776947705,0.18924731182795693,0.6262936695560809,0.5805041888513578,0.6504843918191604,0.8137077827568467,0.582043547387806,0.33309228108787925,0.4044028915354645,0.13386864813039312,0.41241312978962485
Utah,29.3,2010,300900.0,395500.0,636400.0,753018.0,1620799.0,48.2,70611.0,118669.8,20.45,1316966.0,0.0,Low,0,1,Utah2010,0.6510138740661686,0.26236559139784943,0.06850538481744156,0.06410183011774584,0.049760250513748897,0.04446402616768429,0.051828826883648656,0.5178116648325735,0.030719216276038262,0.04709971236816874,0.05839048971856351
Vermont,33.6,2010,47700.0,62800.0,178900.0,155696.0,413312.0,43.0,69648.0,27406.6,38.81,293084.0,0.0,Low,0,1,Vermont2010,0.5955176093916755,0.3548387096774194,0.0019963225636984504,0.0006106753687906719,0.004990703591349447,0.0021259684128469903,0.0011849740608410552,0.5026725357648169,0.000466503936692568,0.2671380632790029,0.006712547230326012
Virginia,34.2,2010,689600.0,914000.0,2268000.0,2532435.0,4743189.0,55.2,75176.0,426992.4,25.48,3510417.0,5.0,Low,0,1,Virginia2010,0.7257203842049093,0.367741935483871,0.1706067769897557,0.1630503234671094,0.2094236226636657,0.17058872895100605,0.18278664226005126,0.5895771105172143,0.13292464985188426,0.10738255033557048,0.16909957008990223
Washington,31.1,2010,599200.0,809300.0,1873700.0,2007894.0,3771444.0,46.9,69941.0,365497.8,19.63,2599791.0,0.0,Low,0,1,Washington2010,0.6371398078975453,0.3010752688172043,0.14686104544260573,0.1430697887444896,0.17083863391721305,0.13340937317174442,0.14203016971724194,0.5072787297594717,0.11253988968323875,0.03727229146692233,0.1231379475042002
West Virginia,17.5,2010,151900.0,190500.0,501400.0,751538.0,899472.0,51.8,53271.0,65998.7,21.89,702587.0,0.0,Low,0,1,West Virginia2010,0.6894343649946637,0.008602150537634377,0.02936695560809036,0.024980439304593424,0.03654956453664742,0.044359124078899415,0.021575268522260636,0.24521301682125451,0.013259345957038806,0.0643576222435283,0.02738121069228815
Wisconsin,26.3,2010,501200.0,621300.0,1584300.0,1809801.0,3426438.0,43.1,62703.0,256432.9,28.76,2461343.0,0.0,Low,0,1,Wisconsin2010,0.5965848452508005,0.1978494623655914,0.12111899133175728,0.10719261082803763,0.142518837459634,0.11936858298683749,0.12756009005014363,0.39349158937274015,0.07638611635489277,0.1466922339405561,0.11615012294862494
Wyoming,24.1,2010,51400.0,66400.0,148900.0,541026.0,385059.0,40.8,65007.0,37680.7,18.27,209777.0,0.0,Low,0,1,Wyoming2010,0.5720384204909285,0.15053763440860216,0.0029682164433937485,0.001297685158680178,0.0020549955964380075,0.029438077785465873,0.0,0.4297123093853168,0.0038722511803315324,0.02097315436241611,0.0025078299339309183
Alabama,22.3,2011,441100.0,522000.0,1280100.0,1917001.0,2497933.0,62.8,51417.0,183916.6,27.08,2307668.0,0.0,Low,0,1,Alabama2011,0.8068303094983991,0.1118279569892473,0.10533228263724717,0.0882425907902521,0.11275075839123203,0.12696689644476897,0.08861716928557971,0.21606665618613424,0.052347788049357864,0.12655800575263662,0.10839375276936611
Alaska,26.4,2011,70700.0,88000.0,196500.0,641027.0,450364.0,7.0,69334.0,56896.3,47.13,215688.0,0.0,Low,0,1,Alaska2011,0.2113127001067236,0.19999999999999993,0.008037825059101654,0.005419743898017214,0.006712985615030825,0.03652612763720662,0.002738991648434683,0.49773620499921395,0.010242003930924667,0.3668504314477469,0.0028061732176764788
Arizona,26.6,2011,602800.0,742400.0,1636700.0,1476752.0,3239045.0,60.3,58698.0,260915.7,28.46,2363015.0,0.0,Low,0,1,Arizona2011,0.7801494130202774,0.20430107526881722,0.1478066719201471,0.13030285681570963,0.14764654075741265,0.09576213990054432,0.11970054082764732,0.3305297909133784,0.07787211354625599,0.1430968360498562,0.11118725737526453
Arkansas,20.3,2011,253600.0,333800.0,757200.0,1131026.0,1561948.0,61.3,49862.0,105768.1,22.02,1021817.0,0.0,Low,0,1,Arkansas2011,0.7908217716115261,0.06881720430107525,0.056080903598634095,0.0523272456632507,0.06158136803992563,0.07125715371997692,0.04936052587297521,0.19162081433736833,0.0264424495311889,0.0659156279961649,0.043493565026596265
California,30.3,2011,3760400.0,4685900.0,10286800.0,7651650.0,19986021.0,57.7,64428.0,2023500.0,38.35,14549841.0,243.0,Low,0,1,California2011,0.7524012806830309,0.2838709677419355,0.9772261623325453,0.8828648308238393,0.9941187983168608,0.5334376116799687,0.8220943452918703,0.4206099669863229,0.6621487529994747,0.26162511984659637,0.7262875259044089
Colorado,36.7,2011,468700.0,645600.0,1419400.0,1478527.0,3204078.0,46.0,70781.0,267516.1,27.61,1798922.0,6.0,Low,0,1,Colorado2011,0.6275346851654215,0.421505376344086,0.11258208563173103,0.1118299269097918,0.12638222918093747,0.09588795152729644,0.11823397133111849,0.5204842005973903,0.08006007104198938,0.1329098753595398,0.08271604134449402
Connecticut,36.2,2011,278500.0,370200.0,1033800.0,743515.0,2206269.0,51.0,78973.0,233158.7,47.91,1719536.0,0.0,Low,0,1,Connecticut2011,0.6808964781216649,0.410752688172043,0.06262148673496191,0.059273677983244594,0.0886485957530091,0.04379045552597978,0.07638433473770354,0.6492689828643295,0.06867098388607293,0.3761984659635666,0.0787092269436439
Delaware,28.8,2011,76100.0,100200.0,244600.0,285699.0,530400.0,56.4,65989.0,61372.2,33.73,490696.0,0.0,Low,0,1,Delaware2011,0.7385272145144077,0.25161290322580643,0.009456264775413711,0.0077479437415316505,0.0114199041002055,0.01134055371575248,0.0060958239824691115,0.44515013362678824,0.011725713850801211,0.2062559923298178,0.016686530141428648
District of Columbia,52.5,2011,67600.0,119000.0,155000.0,183655.0,826761.0,59.9,66702.0,109730.4,37.53,238504.0,0.0,Low,0,1,District of Columbia2011,0.775880469583778,0.7612903225806451,0.007223535592329918,0.011335661533176849,0.002651922888736667,0.004107696453614777,0.018525657899041367,0.45635906304040247,0.02775590689518873,0.25179769894535,0.003957755075558175
Florida,25.8,2011,1682000.0,1990300.0,5061200.0,4171410.0,10036634.0,69.4,54454.0,755240.0,31.09,7981816.0,0.0,Low,0,1,Florida2011,0.8772678762006404,0.18709677419354837,0.43128447596532704,0.368447167038797,0.48275760837655346,0.28675893230654037,0.4048018271072809,0.2638107215846565,0.24173499420624184,0.17461649089165868,0.39478251047166757
Georgia,27.6,2011,889400.0,1151000.0,2733400.0,3034665.0,5325616.0,63.0,55501.0,431653.9,28.17,3430165.0,0.0,Low,0,1,Georgia2011,0.8089647812166488,0.22580645161290322,0.2230890464933018,0.20827846796816854,0.2549662393580585,0.20618668574183568,0.20721452203683507,0.280270397736205,0.1344698840598658,0.13962128475551297,0.16504904645478993
Hawaii,29.1,2011,110900.0,155600.0,353600.0,302550.0,835012.0,76.9,71285.0,69083.9,92.78,534815.0,0.0,Low,0,1,Hawaii2011,0.9573105656350054,0.25806451612903225,0.0185973207249803,0.01832026106372016,0.022086309815050397,0.012534949052315947,0.018871717467087223,0.5284074831001415,0.014282054651335623,0.9139501438159157,0.018913328878625464
Idaho,25.2,2011,145600.0,181700.0,396300.0,521106.0,878541.0,43.0,57295.0,56941.1,18.87,610646.0,0.0,Low,0,1,Idaho2011,0.5955176093916755,0.17419354838709672,0.02771210927239296,0.023301082040419075,0.02626480086114101,0.028026152374253228,0.020697390347643282,0.3084735104543311,0.010256854621156901,0.028163950143815935,0.022740713339750415
Illinois,31.0,2011,1159800.0,1560300.0,3516500.0,3965357.0,7376100.0,53.0,61132.0,692880.8,26.38,5563757.0,0.0,Low,0,1,Illinois2011,0.7022411953041622,0.29892473118279567,0.29411610191752036,0.2863876643575504,0.33159800371856346,0.2721539389954661,0.29321495923534885,0.36879421474610913,0.22106362897565904,0.11816874400767018,0.2727368900435664
Indiana,23.0,2011,577200.0,720800.0,1744700.0,2823793.0,3590196.0,52.6,53657.0,291356.1,23.55,2882224.0,0.0,Low,0,1,Indiana2011,0.6979722518676628,0.1268817204301075,0.1410822169687418,0.12618079807637259,0.15821508953909386,0.19124012272410312,0.1344283511995865,0.2512812450872504,0.08796275977271548,0.08425215723873443,0.13739306316282138
Iowa,25.8,2011,264100.0,351600.0,781400.0,1507153.0,1975960.0,48.3,60627.0,148477.6,22.16,1645916.0,0.0,Low,0,1,Iowa2011,0.6520811099252934,0.18709677419354837,0.058838980824796425,0.05572412740214881,0.06394950582248753,0.09791695638780715,0.06672482279283955,0.3608552114447414,0.04060016280069167,0.0675934803451582,0.07499343730579107
Kansas,30.1,2011,265900.0,318200.0,735000.0,1097062.0,1819044.0,55.3,55712.0,136358.9,26.11,1141601.0,0.0,Low,0,1,Kansas2011,0.7267876200640341,0.27956989247311825,0.05931179406356711,0.04935020324039618,0.05940894412369117,0.06884979254194347,0.060143525594986744,0.2835874862443012,0.036582951646285194,0.11493288590604027,0.04953936978047516
Kentucky,21.1,2011,373400.0,490100.0,1184900.0,1934144.0,2368202.0,56.0,48117.0,171586.9,21.1,1883309.0,0.0,Low,0,1,Kentucky2011,0.7342582710779082,0.08602150537634409,0.08754925137903861,0.08215492070762008,0.10343477835404638,0.12818198867993055,0.08317605259400816,0.16418802075145417,0.04826063279586652,0.054889741131351893,0.08697526900232462
Louisiana,21.1,2011,442200.0,542500.0,1180600.0,4137755.0,2564944.0,66.6,49085.0,229945.0,22.76,1801488.0,0.0,Low,0,1,Louisiana2011,0.8473852721451439,0.08602150537634409,0.10562122406094038,0.09215472987156734,0.10301399354144242,0.2843734729835302,0.09142771318502473,0.17940575381229368,0.06760567890394481,0.07478427612655802,0.08284555392546021
Maine,28.4,2011,98700.0,129800.0,378500.0,418075.0,794389.0,44.3,59992.0,52575.5,36.86,530057.0,0.0,Low,0,1,Maine2011,0.6093916755602987,0.243010752688172,0.015392697662201209,0.013396690902845365,0.02452294745082689,0.02072333675966237,0.017167926674125547,0.35087250432321965,0.008809707896204813,0.24376797698945352,0.01867318045296798
Maryland,36.9,2011,511600.0,675200.0,1660700.0,1433203.0,3394831.0,55.6,83151.0,326281.2,34.98,2088130.0,0.0,Low,0,1,Maryland2011,0.7299893276414088,0.42580645161290315,0.12385080115576569,0.11747867407110552,0.14999510715334183,0.09267539593804937,0.12623444409605014,0.7149504794843579,0.09954003301891859,0.22123681687440075,0.09731310857600917
Massachusetts,39.1,2011,568300.0,746100.0,1869800.0,1409491.0,4175311.0,50.1,76435.0,425523.0,41.36,3180009.0,0.0,Low,0,1,Massachusetts2011,0.6712913553895411,0.4731182795698925,0.13874441817704228,0.13100895021087383,0.17045699187787455,0.09099469436422034,0.15896896981031858,0.6093695959754756,0.1324375604718117,0.29769894534995206,0.15242303351473674
Michigan,25.6,2011,913800.0,1019000.0,2703900.0,2818540.0,5165348.0,46.7,59010.0,404554.7,30.57,4742808.0,0.0,Low,0,1,Michigan2011,0.6350053361792956,0.1827956989247312,0.22949829261885998,0.18308810900555333,0.25207945982972896,0.19086779118870653,0.20049263682879082,0.33543468008174815,0.12548680761474446,0.1683844678811122,0.23130149494161512
Minnesota,32.4,2011,460600.0,643700.0,1464300.0,1849741.0,3469201.0,42.5,69804.0,287039.3,25.43,2248879.0,0.0,Low,0,1,Minnesota2011,0.5901814300960512,0.3290322580645161,0.11045442605726294,0.11146733840957233,0.13077600547998824,0.12219952178823472,0.12935363571834685,0.5051249803490018,0.08653178969248065,0.10678331735378715,0.1054265216226705
Mississippi,19.8,2011,271900.0,323100.0,774300.0,1128520.0,1509941.0,63.6,49606.0,96218.0,26.0,1050978.0,0.0,Low,0,1,Mississippi2011,0.8153681963713981,0.05806451612903224,0.06088783819280273,0.05028529989885689,0.06325472159702515,0.07107952896693982,0.047179272696952816,0.1875962898915265,0.023276700049338763,0.11361457334611698,0.04496539525791148
Missouri,26.1,2011,522600.0,686500.0,1590600.0,1868093.0,3506571.0,55.3,55261.0,262067.1,24.38,2440765.0,0.0,Low,0,1,Missouri2011,0.7267876200640341,0.1935483870967742,0.12674021539269767,0.11963512146714757,0.1431353361385654,0.12350030768916717,0.13092099071263524,0.27649740606822826,0.07825378954476933,0.09419942473633748,0.11511149867305125
Montana,28.2,2011,91400.0,110000.0,253100.0,404250.0,623175.0,41.4,48625.0,40995.1,24.26,435575.0,8.0,Low,0,1,Montana2011,0.5784418356456777,0.23870967741935478,0.01347517730496454,0.009618137058453083,0.012251688032097073,0.01974342366679014,0.009986949473373755,0.17217418644867158,0.004970937066620063,0.09276126558005755,0.013904432333386178
Nebraska,27.9,2011,170200.0,209200.0,471800.0,863017.0,1232457.0,49.2,67143.0,99921.1,23.09,766395.0,0.0,Low,0,1,Nebraska2011,0.6616862326574172,0.23225806451612896,0.034173890202259,0.028549073490963913,0.033652999315001465,0.0522607321570407,0.035541169051378205,0.4632919352303097,0.024504235562709226,0.07873921380632791,0.030601763601988154
Nevada,22.5,2011,245900.0,335400.0,746700.0,688542.0,1501839.0,50.0,56793.0,127677.9,26.43,1079145.0,0.0,Low,0,1,Nevada2011,0.6702241195304162,0.11612903225806448,0.05405831363278172,0.05263258334764604,0.06055387024170662,0.03989398084572914,0.04683946241694948,0.3005816695488131,0.03370529892516803,0.1187679769894535,0.0463870557676833
New Hampshire,33.4,2011,104800.0,126600.0,394100.0,296997.0,818789.0,45.6,79534.0,66153.2,43.2,594931.0,0.0,Low,0,1,New Hampshire2011,0.6232657417289221,0.3505376344086021,0.016995009193590753,0.012786015534054694,0.02604951560818084,0.012141353580003508,0.018191300018001306,0.6580883508882251,0.013310560949022748,0.3197507190795782,0.021947537108307092
New Jersey,35.3,2011,717200.0,978400.0,2571100.0,2278876.0,5018505.0,54.3,75258.0,495965.8,41.95,4416631.0,0.0,Low,0,1,New Jersey2011,0.7161152614727854,0.3913978494623655,0.17785657998423957,0.17534016526402169,0.23908405910558764,0.15261652034951675,0.19433381666753066,0.590866216003773,0.1557885471211738,0.30476989453499526,0.21483850775462887
New Mexico,25.6,2011,199600.0,232100.0,517200.0,671603.0,1064267.0,54.2,50683.0,87062.8,25.92,718457.0,0.0,Low,0,1,New Mexico2011,0.7150480256136605,0.1827956989247312,0.04189650643551353,0.03291921909887216,0.03809570408063411,0.03869334808767036,0.02848702303881823,0.20452759000157208,0.02024185542402234,0.11265580057526368,0.028182210170048606
New York,32.9,2011,1833900.0,2357200.0,5391800.0,3757112.0,11294064.0,47.0,61131.0,1247605.8,46.57,5866664.0,1.0,Low,0,1,New York2011,0.6382070437566701,0.3397849462365591,0.4711846598371421,0.43846491479170246,0.5151091104804776,0.2573935771853267,0.4575403657871863,0.3687784939474925,0.40494865440149924,0.3601390220517737,0.28802538083184526
North Carolina,26.9,2011,830000.0,1078300.0,2642200.0,2630454.0,5292814.0,59.0,54575.0,431722.7,25.34,3264444.0,0.0,Low,0,1,North Carolina2011,0.7662753468516542,0.21075268817204296,0.20748620961386918,0.19440468693345547,0.24604168705352775,0.17753629505952273,0.20583875595380996,0.26571293821726144,0.13449269047700815,0.10570469798657718,0.1566846838552978
North Dakota,26.3,2011,75600.0,78800.0,167100.0,525239.0,529779.0,40.6,68042.0,41587.7,22.02,328511.0,0.0,Low,0,1,North Dakota2011,0.5699039487726788,0.1978494623655914,0.009324927764644077,0.0036640522127440317,0.0038359917800176143,0.028319098545163963,0.006069778292036864,0.4774249331866059,0.005167377223575947,0.0659156279961649,0.00850063850308087
Ohio,24.7,2011,986700.0,1253500.0,3123800.0,3755039.0,6521658.0,51.6,53902.0,528189.9,26.56,5412188.0,0.0,Low,0,1,Ohio2011,0.6872998932764142,0.16344086021505372,0.24864722878907275,0.22783916337474475,0.29316958606517274,0.25724664338123815,0.25737835404322223,0.25513284074831,0.16647046960136636,0.12032598274209012,0.26508681506910675
Oklahoma,23.8,2011,337000.0,437900.0,960800.0,1577495.0,2158874.0,60.3,58498.0,166235.8,22.91,1522613.0,0.0,Low,0,1,Oklahoma2011,0.7801494130202774,0.14408602150537633,0.07798791699500919,0.07219327875422225,0.08150503963205794,0.10290278255625694,0.07439651590028586,0.3273856311900645,0.04648680403466734,0.07658197507190796,0.06877001962423485
Oregon,29.3,2011,347700.0,472100.0,1021800.0,1007150.0,2201553.0,46.9,62205.0,170630.9,23.57,1472348.0,35.0,Low,0,1,Oregon2011,0.6371398078975453,0.26236559139784943,0.08079852902547938,0.07871987175817255,0.08747431255504452,0.062476848888682865,0.0761865384799282,0.3856626316616884,0.047943729673946466,0.08449185043144776,0.06623301655242456
Pennsylvania,27.0,2011,1083200.0,1328700.0,3467600.0,3749993.0,7217098.0,49.8,60254.0,624819.7,30.73,5484519.0,0.0,Low,0,1,Pennsylvania2011,0.6680896478121664,0.21290322580645157,0.2739952718676123,0.24219003454132554,0.32681279968685784,0.2568889839623135,0.2865461720049008,0.3549913535607609,0.19850214877554065,0.1703020134228188,0.2687375455811352
Rhode Island,31.1,2011,98000.0,112000.0,290400.0,185485.0,591692.0,51.7,59196.0,50206.1,38.22,527589.0,0.0,Low,0,1,Rhode Island2011,0.6883671291355389,0.3010752688172043,0.015208825847123719,0.009999809163947253,0.01590175163910363,0.004237406468801481,0.008666504269060623,0.3383587486244301,0.008024278757002531,0.2600671140939597,0.0185486141825765
South Carolina,24.1,2011,421300.0,498300.0,1235400.0,1620820.0,2427409.0,62.6,48392.0,172075.1,25.78,1983691.0,0.0,Low,0,1,South Carolina2011,0.8046958377801494,0.15053763440860216,0.10013133701076964,0.08371977634014618,0.10837655347881398,0.10597364944585472,0.08565928478953488,0.16851124037101084,0.048422465540763356,0.1109779482262704,0.09204180520752625
South Dakota,26.3,2011,71900.0,90600.0,205600.0,377851.0,566480.0,45.0,57011.0,41892.1,23.58,384573.0,0.0,Low,0,1,South Dakota2011,0.6168623265741728,0.1978494623655914,0.008353033884948778,0.005915917635159635,0.007603483706820628,0.017872268097984787,0.007609074402429656,0.30400880364722527,0.005268282359886058,0.0846116970278044,0.011330230987151857
Tennessee,23.6,2011,560800.0,727000.0,1737600.0,2196993.0,3589041.0,58.0,51042.0,269814.2,27.26,2637423.0,0.0,Low,0,1,Tennessee2011,0.7556029882604055,0.13978494623655913,0.13677436301549778,0.1273639816034045,0.15752030531363148,0.14681267052791408,0.13437990873187433,0.2101713567049206,0.08082186504249618,0.1287152444870566,0.12503733076488585
Texas,26.4,2011,2458500.0,3163000.0,6815100.0,11829075.0,14681432.0,65.2,59213.0,1341334.4,26.64,8964823.0,0.0,Low,0,1,Texas2011,0.8324439701173959,0.19999999999999993,0.63525085369057,0.5922406060953035,0.6543888834523927,0.8295326172489937,0.5996117640288967,0.3386260022009118,0.43601861878768766,0.12128475551294345,0.44439738719724226
Utah,29.7,2011,307700.0,392100.0,644900.0,790554.0,1664426.0,48.2,66995.0,125565.0,20.98,857948.0,0.0,Low,0,1,Utah2011,0.6510138740661686,0.27096774193548384,0.0702915681639086,0.06345298753840575,0.05059203444564048,0.047124569954595824,0.053658610034192415,0.46096525703505736,0.03300489661731773,0.05345158197507192,0.03522267760245462
Vermont,35.4,2011,50500.0,61000.0,175900.0,151656.0,416949.0,44.5,62611.0,28418.7,40.44,286106.0,0.0,Low,0,1,Vermont2011,0.6115261472785485,0.39354838709677414,0.0027318098240084058,0.000267170473845919,0.0046971327918583035,0.0018396140623801688,0.0013375154072212242,0.3920452759000157,0.0008020035702650468,0.286673058485139,0.006360349728384459
Virginia,35.1,2011,710400.0,934000.0,2246800.0,2424571.0,4802678.0,55.9,75594.0,435180.3,25.92,3827026.0,27.0,Low,0,1,Virginia2011,0.7331910352187834,0.3870967741935484,0.17607039663777252,0.16686704452205112,0.20734905568059497,0.1629433513127008,0.18528170196717522,0.5961484043389405,0.13563884553386044,0.11265580057526368,0.1850796358526155
Washington,31.9,2011,613700.0,838600.0,1860100.0,2051660.0,3814305.0,46.7,68633.0,379574.9,20.01,3037366.0,23.0,Low,0,1,Washington2011,0.6350053361792956,0.3182795698924731,0.15066981875492513,0.1486612850899792,0.16950777962618652,0.13651149804860851,0.14382782565543287,0.4867159251689986,0.11720628815351158,0.04182646212847558,0.14522347658303011
West Virginia,18.5,2011,158700.0,188400.0,494800.0,738406.0,909035.0,52.0,50489.0,69234.1,23.16,663436.0,0.0,Low,0,1,West Virginia2011,0.6915688367129135,0.0301075268817204,0.031153138954557395,0.024579683593824547,0.035903708777766906,0.0434283306803028,0.021976355378305057,0.20147775506995755,0.014331844242248171,0.07957813998082455,0.025405159617694607
Wisconsin,26.5,2011,499800.0,634500.0,1551600.0,1797383.0,3474418.0,45.2,62848.0,266364.4,30.01,2419096.0,0.0,Low,0,1,Wisconsin2011,0.6189967982924226,0.20215053763440857,0.12075124770160231,0.10971164672429916,0.13931891574518054,0.1184883977581006,0.12957244468289603,0.39577110517214276,0.07967829559688969,0.16167305848513905,0.11401780883791632
Wyoming,24.7,2011,51600.0,70100.0,144800.0,557822.0,390303.0,41.8,65807.0,39751.4,19.39,241980.0,0.0,Low,0,1,Wyoming2011,0.582710779082177,0.16344086021505372,0.003020751247701602,0.002003778553844392,0.0016537821704667775,0.030628574733594767,0.00021994138587231422,0.44228894827857257,0.004558664668364861,0.03439597315436243,0.00413319768328945
Alabama,23.3,2012,447300.0,523500.0,1266800.0,1890836.0,2503678.0,64.6,51384.0,189245.5,27.32,2042489.0,0.0,Low,0,1,Alabama2012,0.8260405549626466,0.13333333333333333,0.10696086157079066,0.08852884486937272,0.11144926118015461,0.12511232674675798,0.08885812337822586,0.21554786983178745,0.05411425776316517,0.12943432406519656,0.09500949060723382
Alaska,28.0,2012,74800.0,91000.0,196000.0,631311.0,459222.0,-12.8,75246.0,58283.6,47.84,193150.0,0.0,Low,0,1,Alaska2012,0.0,0.2344086021505376,0.00911478854741266,0.005992252056258468,0.006664057148448968,0.03583745960029185,0.0031105097254859725,0.5906775664203742,0.010701878095192128,0.37535953978907005,0.001668622730608734
Arizona,27.3,2012,603700.0,752300.0,1640500.0,1445431.0,3295537.0,60.6,55616.0,271440.0,28.74,2124040.0,0.0,Low,0,1,Arizona2012,0.7833511205976521,0.2193548387096774,0.14804307853953244,0.13219213373790575,0.14801839710343478,0.09354211400673954,0.12206990176790261,0.2820782895771105,0.08136079924293302,0.14645254074784275,0.09912557809373936
Arkansas,21.0,2012,261000.0,333200.0,751800.0,1075271.0,1565142.0,62.4,46128.0,108492.1,22.56,881271.0,0.0,Low,0,1,Arkansas2012,0.8025613660618997,0.08387096774193545,0.05802469135802469,0.05221274403160245,0.06105294060084157,0.06730525104416563,0.04949448712134977,0.132919352303097,0.02734542453548831,0.07238734419942473,0.03639984904667687
California,30.9,2012,3818000.0,4742800.0,10290700.0,7446386.0,20666908.0,57.5,67410.0,2113096.4,39.75,13223821.0,549.0,Low,0,1,California2012,0.7502668089647812,0.296774193548387,0.9923561859732073,0.8937234022251483,0.9945004403561992,0.5188885425229831,0.8506517881603757,0.4674893884609338,0.691848940104912,0.2784036433365293,0.6593599060241369
Colorado,37.5,2012,478600.0,652700.0,1409300.0,1446115.0,3262925.0,45.9,67688.0,276823.1,27.63,1746187.0,11.0,Low,0,1,Colorado2012,0.6264674493062967,0.4387096774193548,0.11518255844496979,0.1131848628842961,0.12539387415598396,0.09359059578290768,0.12070210457566999,0.4718597704763402,0.08314523564001236,0.1331495685522531,0.0800543710571785
Connecticut,37.1,2012,291300.0,368200.0,1018400.0,728294.0,2223221.0,51.6,75954.0,240911.9,45.56,1387078.0,0.0,Low,0,1,Connecticut2012,0.6872998932764142,0.43010752688172044,0.06598371421066457,0.058892005877750425,0.08714159898228789,0.042711594246659115,0.07709532756251428,0.6018078918409056,0.07124108146438943,0.34803451581975076,0.06192922162686477
Delaware,29.5,2012,83600.0,96900.0,242000.0,283571.0,534261.0,58.2,57896.0,62354.6,32.48,442113.0,0.0,Low,0,1,Delaware2012,0.7577374599786553,0.26666666666666666,0.011426319936958234,0.00711818476746627,0.011165476073979842,0.011189721523229362,0.0062577602316783035,0.31792171042288947,0.012051368272322411,0.19127516778523487,0.014234421910298455
District of Columbia,53.0,2012,64100.0,123600.0,158400.0,172794.0,834413.0,61.5,77135.0,112157.0,34.74,207048.0,0.0,Low,0,1,District of Columbia2012,0.7929562433297759,0.7720430107526881,0.006304176516942475,0.012213507375813438,0.002984636461493297,0.0033378710574711763,0.018846594490325684,0.6203741550070744,0.028560297183526814,0.21836049856184087,0.0023700903261925266
Florida,26.8,2012,1706400.0,2052100.0,5075100.0,4070225.0,10249024.0,72.0,54466.0,778545.0,30.58,7535855.0,0.0,Low,0,1,Florida2012,0.9050160085378868,0.2086021505376344,0.4376937220908852,0.3802408350985668,0.4841178197475291,0.2795869607837717,0.41370978876735354,0.26399937116805533,0.24946033652459634,0.16850431447746883,0.37227371853080243
Georgia,28.2,2012,902800.0,1161700.0,2726600.0,2847777.0,5384572.0,65.3,56890.0,447764.7,27.47,3321506.0,0.0,Low,0,1,Georgia2012,0.8335112059765207,0.23870967741935478,0.22660887838192803,0.21032041373256236,0.25430081221254525,0.19294010360073585,0.20968722690820962,0.30210658701462034,0.1398104309391855,0.13123202301054648,0.1595647488962535
Hawaii,30.1,2012,116300.0,162600.0,349300.0,297399.0,849156.0,76.8,66515.0,71905.3,99.96,521804.0,0.0,Low,0,1,Hawaii2012,0.9562433297758803,0.27956989247311825,0.020015760441292357,0.019656113432949752,0.021665525002446423,0.01216984725547075,0.019464938474291267,0.4534192736991039,0.015217316647345299,1.0,0.018256630440998414
